STATEFP,COUNTYFP,TRACTCE10,BLOCKCE10,GEOID10,NAME10,tree_can,imp_surf,blocks,cells,developed,forest,percent_dev,percent_for
51,003,010402,1017,510030104021017,Block 1017,51.31428571428572,6.4,96,35,9,22,25.71428571428571,62.857142857142854
51,003,011400,1003,510030114001003,Block 1003,80.8,0,97,10,0,10,0,100
51,003,011400,1054,510030114001054,Block 1054,4.732142857142857,0.14285714285714285,98,56,2,1,3.571428571428571,1.7857142857142856
51,003,011400,1024,510030114001024,Block 1024,78.71854304635761,0.5905077262693157,99,906,101,709,11.147902869757175,78.2560706401766
51,003,011400,1011,510030114001011,Block 1011,34.79578392621871,0.5955204216073782,100,2277,116,720,5.094422485726834,31.620553359683797
51,003,011400,4099,510030114004099,Block 4099,73.9,31.15,101,20,20,0,100,0
51,065,020102,2030,510650201022030,Block 2030,73.90697674418605,4.3023255813953485,102,43,28,14,65.11627906976744,32.55813953488372
51,065,020102,3036,510650201023036,Block 3036,42.06572164948454,17.27061855670103,103,776,516,196,66.49484536082474,25.257731958762886
51,065,020101,3024,510650201013024,Block 3024,94,1,104,1,1,0,100,0
51,065,020101,2075,510650201012075,Block 2075,4.375,0.875,105,16,5,0,31.25,0
51,065,020102,2037,510650201022037,Block 2037,67.98245614035088,3.982456140350877,106,285,185,91,64.91228070175438,31.929824561403507
51,065,020102,3041,510650201023041,Block 3041,19,23.7,107,10,7,0,70,0
51,065,020102,2039,510650201022039,Block 2039,69.16470588235295,9.68235294117647,108,170,125,44,73.52941176470588,25.882352941176475
51,065,020102,1058,510650201021058,Block 1058,60.47428571428571,13.2,109,175,124,32,70.85714285714285,18.285714285714285
51,065,020101,1060,510650201011060,Block 1060,9.689655172413794,0,110,58,0,11,0,18.96551724137931
51,065,020102,2016,510650201022016,Block 2016,58.02564102564103,7.833333333333333,111,78,50,21,64.1025641025641,26.923076923076923
51,065,020101,1063,510650201011063,Block 1063,2.05,50.85,112,20,20,0,100,0
51,065,020300,1030,510650203001030,Block 1030,81.43893568147014,0.34111791730474733,113,5224,220,3297,4.211332312404288,63.11255742725881
51,065,020102,1062,510650201021062,Block 1062,54.44444444444444,27.85185185185185,114,27,27,0,100,0
51,065,020102,1060,510650201021060,Block 1060,68,17,115,1,1,0,100,0
51,065,020101,1057,510650201011057,Block 1057,0,54.833333333333336,116,6,6,0,100,0
51,065,020200,1060,510650202001060,Block 1060,31.09474885844749,0.678082191780822,117,876,74,334,8.447488584474886,38.12785388127854
51,065,020101,2010,510650201012010,Block 2010,43.75222419928826,0.5733985765124555,118,2248,166,916,7.384341637010676,40.74733096085409
51,065,020101,2072,510650201012072,Block 2072,60.22994011976048,1.5802395209580837,119,1670,256,1036,15.32934131736527,62.03592814371257
51,065,020101,1010,510650201011010,Block 1010,32.62921348314607,1.086677367576244,120,623,77,262,12.359550561797752,42.0545746388443
51,065,020101,1043,510650201011043,Block 1043,51.44216787838731,0.7871777924653007,121,3026,188,1774,6.212822207534699,58.625247851949766
51,065,020101,1015,510650201011015,Block 1015,67.15273775216139,2.867435158501441,122,347,91,236,26.22478386167147,68.01152737752162
51,065,020101,1016,510650201011016,Block 1016,65.83961038961039,0.42857142857142855,123,1540,116,1157,7.532467532467532,75.12987012987013
51,065,020101,3031,510650201013031,Block 3031,63.217234468937875,0.2961923847695391,124,2495,94,1670,3.7675350701402808,66.93386773547094
51,065,020200,1024,510650202001024,Block 1024,30,0,125,3,0,3,0,100
51,065,020300,2009,510650203002009,Block 2009,74.83842794759825,0.38902601101196127,126,5267,231,3921,4.385798367191949,74.44465540155686
51,065,020101,1052,510650201011052,Block 1052,67.44718737353298,0.292594091460947,127,2471,149,1985,6.0299473897207605,80.33184945366249
51,065,020200,1011,510650202001011,Block 1011,50.26217583807717,0.8462998102466793,128,3162,212,1942,6.7046173308032895,61.4168247944339
51,065,020102,2054,510650201022054,Block 2054,54,8.31210986267166,129,801,641,100,80.02496878901373,12.484394506866417
51,065,020200,2000,510650202002000,Block 2000,63.23179359134415,0.33104452767374115,130,4806,209,2994,4.348730753225135,62.297128589263416
51,065,020200,1072,510650202001072,Block 1072,30,0,131,1,0,1,0,100
51,065,020102,2064,510650201022064,Block 2064,65.24057037718491,2.1159153633854646,132,2174,311,1283,14.305427782888685,59.01563937442502
51,065,020300,1022,510650203001022,Block 1022,74.70013037809647,0.38852672750977835,133,767,52,582,6.779661016949152,75.8800521512386
51,065,020101,1062,510650201011062,Block 1062,88.27536231884058,0,134,138,0,130,0,94.20289855072464
51,065,020300,1041,510650203001041,Block 1041,69.30030030030031,0.38266838266838266,135,2331,174,1709,7.4646074646074645,73.31617331617332
51,065,020300,1040,510650203001040,Block 1040,75.72923076923077,1.1592307692307693,136,1300,120,934,9.230769230769232,71.84615384615385
51,065,020101,1087,510650201011087,Block 1087,61.972972972972975,5.513513513513513,137,37,18,19,48.64864864864865,51.35135135135135
51,065,020200,1079,510650202001079,Block 1079,71.77219225110348,0.5225600784698382,138,4078,230,2643,5.640019617459539,64.81118195193723
51,065,020200,2113,510650202002113,Block 2113,60.80401159980667,0.12493958434026099,139,4138,82,2722,1.9816336394393428,65.78057032382793
51,065,020300,2043,510650203002043,Block 2043,53.44036105738233,0.38749194068343007,140,1551,106,930,6.834300451321727,59.96131528046421
51,065,020300,2042,510650203002042,Block 2042,67.73262762506403,0.2675431108075807,141,5857,253,4374,4.319617551647601,74.67987024073757
51,065,020200,3054,510650202003054,Block 3054,74.36585365853658,0.25609756097560976,142,82,3,75,3.6585365853658534,91.46341463414635
51,065,020200,3075,510650202003075,Block 3075,0,9,143,1,1,0,100,0
51,065,020300,2097,510650203002097,Block 2097,86.67343173431735,0.4640221402214022,144,2168,115,1924,5.304428044280443,88.74538745387454
51,065,020101,2014,510650201012014,Block 2014,55.22152886115445,0.7129485179407177,145,641,38,370,5.928237129485179,57.72230889235569
51,065,020101,2009,510650201012009,Block 2009,50.355555555555554,4.288888888888889,146,45,11,30,24.444444444444443,66.66666666666666
51,003,010402,2004,510030104022004,Block 2004,55.45985401459854,13.032846715328468,147,274,190,66,69.34306569343066,24.087591240875913
51,003,011201,2072,510030112012072,Block 2072,76.75722543352602,0.9696531791907514,148,692,51,559,7.369942196531793,80.78034682080924
51,003,011201,3031,510030112013031,Block 3031,67.21127057830309,0.16019417475728154,149,9476,197,6139,2.078936260025327,64.78471929084002
51,003,011202,1012,510030112021012,Block 1012,22.423758865248228,0.5647163120567376,150,1128,62,279,5.49645390070922,24.73404255319149
51,003,011202,1030,510030112021030,Block 1030,81.625,32,151,8,8,0,100,0
51,003,011202,1090,510030112021090,Block 1090,60.7,39,152,10,10,0,100,0
51,003,011202,1019,510030112021019,Block 1019,41,44.5,153,8,8,0,100,0
51,003,011202,1016,510030112021016,Block 1016,37.25,45,154,4,4,0,100,0
51,003,011302,1011,510030113021011,Block 1011,51.125,47,155,8,8,0,100,0
51,003,011302,1012,510030113021012,Block 1012,26.5,69.75,156,4,4,0,100,0
51,003,011302,1024,510030113021024,Block 1024,28.166666666666668,49.333333333333336,157,6,6,0,100,0
51,003,011302,1025,510030113021025,Block 1025,0,63.5,158,2,2,0,100,0
51,003,011302,2013,510030113022013,Block 2013,67.72307692307692,14.446153846153846,159,65,34,31,52.307692307692314,47.69230769230769
51,003,011302,1014,510030113021014,Block 1014,43.833333333333336,36.583333333333336,160,12,12,0,100,0
51,003,011301,2002,510030113012002,Block 2002,70.64748201438849,5.115107913669065,161,139,79,56,56.83453237410072,40.28776978417266
51,003,010402,1031,510030104021031,Block 1031,69.88354549740689,1.3545497406883547,162,2121,302,1371,14.238566713814238,64.63932107496464
51,003,010402,2000,510030104022000,Block 2000,65.14266666666667,13.221333333333334,163,1500,739,581,49.266666666666666,38.733333333333334
51,003,010402,2038,510030104022038,Block 2038,73.91927710843373,1.3867469879518073,164,830,70,608,8.433734939759036,73.25301204819277
51,003,010401,3069,510030104013069,Block 3069,55.44444444444444,26.866666666666667,165,90,78,11,86.66666666666667,12.222222222222221
51,003,010401,3067,510030104013067,Block 3067,70.05298165137614,0.8655963302752293,166,4360,265,3079,6.077981651376147,70.61926605504587
51,003,010202,2006,510030102022006,Block 2006,15,0,167,3,0,0,0,0
51,003,010300,1023,510030103001023,Block 1023,9,38.5,168,2,2,0,100,0
51,003,010300,4004,510030103004004,Block 4004,6.25,75.5,169,4,4,0,100,0
51,003,010300,4010,510030103004010,Block 4010,0,73,170,1,1,0,100,0
51,003,010300,1006,510030103001006,Block 1006,17.666666666666668,26.666666666666668,171,3,3,0,100,0
51,003,010300,1014,510030103001014,Block 1014,46.03378378378378,19.28108108108108,172,740,453,127,61.21621621621621,17.16216216216216
51,003,010300,2015,510030103002015,Block 2015,56.201863354037265,14.692546583850932,173,322,102,209,31.67701863354037,64.90683229813664
51,003,010100,2032,510030101002032,Block 2032,77.75,2.1354166666666665,174,96,17,66,17.708333333333336,68.75
51,003,010300,2019,510030103002019,Block 2019,1.2,52.6,175,5,5,0,100,0
51,003,010300,2004,510030103002004,Block 2004,65.23029966703663,4.8129855715871255,176,1802,273,1285,15.149833518312986,71.30965593784684
51,003,010401,1038,510030104011038,Block 1038,74.15076923076923,0.8046153846153846,177,650,40,347,6.153846153846154,53.38461538461539
51,003,010100,2102,510030101002102,Block 2102,85.00813008130082,0.21951219512195122,178,123,6,102,4.878048780487805,82.92682926829268
51,003,010100,2141,510030101002141,Block 2141,83.84668989547038,0.008710801393728223,179,574,2,526,0.34843205574912894,91.63763066202091
51,003,010100,2184,510030101002184,Block 2184,93.63636363636364,0,180,88,0,88,0,100
51,003,010100,2181,510030101002181,Block 2181,52,0,181,1,0,0,0,0
51,003,010100,2091,510030101002091,Block 2091,29.55199115044248,0.034292035398230086,182,904,8,288,0.8849557522123894,31.858407079646017
51,003,010300,3004,510030103003004,Block 3004,0,36,183,4,4,0,100,0
51,003,010201,1051,510030102011051,Block 1051,19.071428571428573,41.285714285714285,184,14,14,0,100,0
51,003,010201,1073,510030102011073,Block 1073,38.08571428571429,41,185,70,40,30,57.14285714285714,42.857142857142854
51,003,010201,1026,510030102011026,Block 1026,44.43478260869565,25.869565217391305,186,23,23,0,100,0
51,003,010201,1067,510030102011067,Block 1067,29,44,187,8,8,0,100,0
51,003,010201,1061,510030102011061,Block 1061,58.88235294117647,20.764705882352942,188,17,17,0,100,0
51,003,010201,1043,510030102011043,Block 1043,14.4,0,189,15,0,9,0,60
51,003,010201,1082,510030102011082,Block 1082,61.46892177589852,0.3331923890063425,190,2365,148,1664,6.2579281183932345,70.35940803382664
51,003,010201,1084,510030102011084,Block 1084,22.833333333333332,10.333333333333334,191,6,5,0,83.33333333333334,0
51,003,010201,1079,510030102011079,Block 1079,52.80952380952381,0,192,42,0,20,0,47.61904761904761
51,003,010100,2034,510030101002034,Block 2034,0,0,193,1,0,0,0,0
51,003,010100,3004,510030101003004,Block 3004,15.52962962962963,0.4666666666666667,194,270,8,37,2.9629629629629632,13.703703703703704
51,003,010100,1071,510030101001071,Block 1071,59.930473372781066,0.3617685733070348,195,6084,298,3918,4.8980933596318215,64.39842209072978
51,003,010201,2014,510030102012014,Block 2014,40.59143748227956,0.6600510348738304,196,3527,249,1578,7.059824213212362,44.74057272469521
51,003,010201,2017,510030102012017,Block 2017,60.285714285714285,6.285714285714286,197,14,2,11,14.285714285714285,78.57142857142857
51,003,010201,1017,510030102011017,Block 1017,23.4,27.35,198,20,20,0,100,0
51,003,010201,1019,510030102011019,Block 1019,40,22.387755102040817,199,49,49,0,100,0
51,003,010100,2048,510030101002048,Block 2048,29.333333333333332,0,200,9,0,5,0,55.55555555555556
51,003,010201,2005,510030102012005,Block 2005,70.9437151949085,0.5706046141607001,201,5028,394,3818,7.836117740652347,75.93476531424027
51,003,010100,2041,510030101002041,Block 2041,77.25862068965517,0.5517241379310345,202,58,7,50,12.068965517241379,86.20689655172413
51,003,011100,4053,510030111004053,Block 4053,58.46969696969697,2.1515151515151514,203,66,27,28,40.909090909090914,42.42424242424242
51,003,011201,1025,510030112011025,Block 1025,70.8,2.05,204,20,5,15,25,75
51,003,011400,2025,510030114002025,Block 2025,38.888888888888886,4.777777777777778,205,9,6,0,66.66666666666666,0
51,003,010100,3083,510030101003083,Block 3083,24,8.5,206,4,3,0,75,0
51,003,011100,1015,510030111001015,Block 1015,9.666666666666666,41.25,207,12,12,0,100,0
51,003,011400,3142,510030114003142,Block 3142,30.494444444444444,0,208,180,0,93,0,51.66666666666667
51,003,011100,1053,510030111001053,Block 1053,6.6,67.4,209,5,5,0,100,0
51,003,011100,1050,510030111001050,Block 1050,8.777777777777779,56.77777777777778,210,9,9,0,100,0
51,003,011400,3131,510030114003131,Block 3131,75.89888423988842,0.5906555090655509,211,1434,98,1021,6.834030683403068,71.19944211994421
51,003,010401,1099,510030104011099,Block 1099,70.77941176470588,0.625,212,136,21,107,15.441176470588236,78.67647058823529
51,079,030101,2054,510790301012054,Block 2054,3.9311163895486936,0.1496437054631829,213,421,1,18,0.23752969121140144,4.275534441805226
51,079,030102,1022,510790301021022,Block 1022,34,0.3076923076923077,214,39,5,7,12.82051282051282,17.94871794871795
51,079,030102,1029,510790301021029,Block 1029,56.56535947712418,0.545751633986928,215,306,30,167,9.803921568627452,54.57516339869281
51,079,030102,2005,510790301022005,Block 2005,43.6390977443609,6.225563909774436,216,133,66,30,49.62406015037594,22.55639097744361
51,079,030101,2034,510790301012034,Block 2034,42.05263157894737,4.605263157894737,217,38,15,8,39.473684210526315,21.052631578947366
51,079,030200,2045,510790302002045,Block 2045,70.76571428571428,5.114285714285714,218,175,83,91,47.42857142857143,52
51,079,030102,4016,510790301024016,Block 4016,28.901960784313726,7.411764705882353,219,51,12,7,23.52941176470588,13.725490196078432
51,125,950200,2087,511259502002087,Block 2087,20.38888888888889,0,220,18,0,6,0,33.33333333333333
51,125,950100,2010,511259501002010,Block 2010,72.29032258064517,13.548387096774194,221,31,11,20,35.483870967741936,64.51612903225806
51,125,950300,1059,511259503001059,Block 1059,0,0,222,13,0,3,0,23.076923076923077
51,125,950300,3069,511259503003069,Block 3069,69.56666666666666,0.6333333333333333,223,30,6,24,20,80
51,125,950300,3105,511259503003105,Block 3105,59.53846153846154,4.269230769230769,224,26,18,6,69.23076923076923,23.076923076923077
51,125,950300,3015,511259503003015,Block 3015,70.72,0.32,225,25,7,5,28.000000000000004,20
51,125,950300,3021,511259503003021,Block 3021,28.5,0,226,2,0,1,0,50
51,125,950300,4203,511259503004203,Block 4203,7,18,227,3,2,0,66.66666666666666,0
51,125,950300,4016,511259503004016,Block 4016,42.90023752969121,0.9144893111638955,228,1263,114,515,9.026128266033254,40.77593032462391
51,125,950300,4024,511259503004024,Block 4024,11.652173913043478,2.3277591973244145,229,299,41,14,13.712374581939798,4.682274247491638
51,125,950300,4021,511259503004021,Block 4021,3.22,1.8,230,200,31,0,15.5,0
51,125,950300,4015,511259503004015,Block 4015,65.33333333333333,9.777777777777779,231,9,3,6,33.33333333333333,66.66666666666666
51,125,950100,1107,511259501001107,Block 1107,84.93617021276596,0,232,94,0,94,0,100
51,125,950100,1073,511259501001073,Block 1073,73.11194029850746,0.22388059701492538,233,268,6,261,2.2388059701492535,97.38805970149254
51,125,950100,1067,511259501001067,Block 1067,76.08695652173913,0.057971014492753624,234,69,1,68,1.4492753623188406,98.55072463768117
51,125,950300,1154,511259503001154,Block 1154,22.846846846846848,0.6846846846846847,235,111,22,14,19.81981981981982,12.612612612612612
51,125,950100,1063,511259501001063,Block 1063,86.67013888888889,0.4305555555555556,236,288,13,135,4.513888888888888,46.875
51,125,950100,3050,511259501003050,Block 3050,8.795918367346939,39.673469387755105,237,49,49,0,100,0
51,125,950100,3049,511259501003049,Block 3049,17.35,40.825,238,40,40,0,100,0
51,125,950100,2139,511259501002139,Block 2139,83.51928020565553,0.38217652099400173,239,1167,49,1080,4.1988003427592115,92.54498714652956
51,125,950100,3000,511259501003000,Block 3000,68.24655436447166,0.8284839203675345,240,653,73,527,11.179173047473201,80.70444104134764
51,125,950100,4044,511259501004044,Block 4044,39.900714853057984,1.0019857029388404,241,2518,144,1021,5.718824463860207,40.54805401111994
51,125,950100,4103,511259501004103,Block 4103,81.71395881006865,0.3030402092186989,242,3059,97,1143,3.170970905524681,37.36515201046093
51,125,950300,1132,511259503001132,Block 1132,81.64864864864865,0.1891891891891892,243,37,5,32,13.513513513513514,86.48648648648648
51,125,950100,2126,511259501002126,Block 2126,18.833333333333332,41,244,6,6,0,100,0
51,125,950300,2068,511259503002068,Block 2068,22.2,5.6,245,5,3,0,60,0
51,125,950100,2128,511259501002128,Block 2128,33.36363636363637,38.81818181818182,246,11,11,0,100,0
51,125,950300,2057,511259503002057,Block 2057,69,3.5,247,2,1,1,50,50
