"tract","PM25","OZONE","CANCER","RESP","DSLPM","PTRAF","Avg_PRE1960PCT","PWDIS","PNPL","PRMP","PTSDF","P_PM25","P_OZONE","P_CANCR","P_RESP","P_DSLPM","T_PM25","T_OZONE","T_CANCR","T_RESP","T_DSLPM"
"51109950201",7.55708821917808,40.7645973856209,28.4310693230118,0.371955158194239,0.184487199518772,NA,0.194263726069608,5.2244217357214e-05,0.0205966928292532,0.0599788349399663,0.508661907213684,21.2095176602501,34.1382330438701,36.1531627431307,34.0951587317982,16.4266819671462,"7.56 ug/m3 (21%ile)","40.8 ppb (34%ile)","28 lifetime risk per million (36%ile)","0.37  (34%ile)","0.184 ug/m3 (16%ile)"
"51109950202",7.59011863013699,40.6404477124183,28.8240247266001,0.376664343225719,0.198273603250103,NA,0.202838095238095,2.34793478e-07,0.0236735641969164,0.0379971779085682,0.114251578652499,21.9930602582941,33.1642326709541,38.0150611028888,35.2153932298302,18.8905128554921,"7.59 ug/m3 (21%ile)","40.6 ppb (33%ile)","29 lifetime risk per million (38%ile)","0.38  (35%ile)","0.198 ug/m3 (18%ile)"
"51109950300",7.55268931506849,41.0437222222222,29.3440581803972,0.383098363713275,0.222509405245763,77.4123446243299,0.0921888308731223,0.000186374817769281,0.0216813432646105,0.214648595465496,0.0955394656532337,21.1221522462171,36.3105436437583,40.5909395736674,36.9102656018008,23.1523377231836,"7.55 ug/m3 (21%ile)","41 ppb (36%ile)","29 lifetime risk per million (40%ile)","0.38  (36%ile)","0.223 ug/m3 (23%ile)"
"51109950400",7.55297589041096,40.7007392156863,28.8999073024328,0.388051253804066,0.243730228393862,27.1099923552096,0.229160629769148,5.26575901481515e-05,0.0206621275513773,0.103546825300441,0.0843577984241106,21.1316477142091,33.6263024213958,38.3673262435488,38.1980607849081,26.7779905386957,"7.55 ug/m3 (21%ile)","40.7 ppb (33%ile)","29 lifetime risk per million (38%ile)","0.39  (38%ile)","0.244 ug/m3 (26%ile)"
"51109950500",7.6450098630137,40.6068215686275,29.6129418659468,0.391459120348444,0.218774649066,24.4340606507972,0.101203019489788,5.05907741925939e-05,0.0407332277131734,0.0523815227795817,0.0473863689222512,23.343590731362,32.9294686358747,41.9711432114256,39.1199371493388,22.5628231208857,"7.65 ug/m3 (23%ile)","40.6 ppb (32%ile)","30 lifetime risk per million (41%ile)","0.39  (39%ile)","0.219 ug/m3 (22%ile)"
"51125950100",7.15414383561644,40.7685764705882,26.9522156540965,0.337016341960064,0.162372216866133,38.7303170586613,0.37362491042207,0.000631290084730683,0.0578852290258703,0.0511396488228686,0.0555364343127788,15.0587836843629,34.1574110458114,29.7294077324811,25.2736764113874,12.636627703488,"7.15 ug/m3 (15%ile)","40.8 ppb (34%ile)","27 lifetime risk per million (29%ile)","0.34  (25%ile)","0.162 ug/m3 (12%ile)"
"51125950200",7.06554547945206,41.0402745098039,23.641698335581,0.288223239487239,0.140595935927412,29.7048483812195,0.186279899481673,NA,0.0887294706091954,0.0917142863025586,0.0873688955560124,14.1025078109001,36.2772664806161,17.2616991425773,14.530334975645,9.02880825070009,"7.07 ug/m3 (14%ile)","41 ppb (36%ile)","24 lifetime risk per million (17%ile)","0.29  (14%ile)","0.141 ug/m3 (9%ile)"
"51125950300",6.98668246575342,40.8434745098039,23.3848354942114,0.280792985370335,0.114076782041139,43.4513895083374,0.287944984873553,0.000147043726756128,0.150891057331548,0.0529227551239246,0.0520901708591987,13.4756769125861,34.7034123028635,16.3960567617788,13.068515032373,5.5471209760482,"6.99 ug/m3 (13%ile)","40.8 ppb (34%ile)","23 lifetime risk per million (16%ile)","0.28  (13%ile)","0.114 ug/m3 (5%ile)"
"51540000201",7.47915397260274,41.5469967320261,33.0512176258379,0.44428004238765,0.488694457277956,471.205571748548,0.391085062068838,2.64328084845382e-05,0.0386282908917129,0.0577053395756748,1.715659903304,19.6647079665795,39.9144840447314,57.5586233617956,54.0274428209405,63.2209390754014,"7.48 ug/m3 (19%ile)","41.5 ppb (39%ile)","33 lifetime risk per million (57%ile)","0.44  (54%ile)","0.489 ug/m3 (63%ile)"
"51540000202",7.4835298630137,41.5360607843137,33.4205261414454,0.452870494408643,0.520537586592139,655.127647974904,0.320989895081353,3.85608435547214e-05,0.0392332513420033,0.0586423501459098,1.6453149040685,19.7552319893013,39.8473357840325,59.1997332535876,56.5295061143038,66.9001090175279,"7.48 ug/m3 (19%ile)","41.5 ppb (39%ile)","33 lifetime risk per million (59%ile)","0.45  (56%ile)","0.521 ug/m3 (66%ile)"
"51540000302",7.50276109589041,41.5010477124183,33.2277848016911,0.437756151896321,0.452881747734067,915.230688252722,0.432690694318601,7.26238564667834e-05,0.03533470139426,0.0521237677020714,1.97481449891378,20.1360418467794,39.5650276888015,58.3864211944736,52.0480275388806,58.7285422663708,"7.5 ug/m3 (20%ile)","41.5 ppb (39%ile)","33 lifetime risk per million (58%ile)","0.44  (52%ile)","0.453 ug/m3 (58%ile)"
"51540000401",7.49024602739726,41.4980045751634,33.1280624134711,0.438781727675585,0.479483154229425,667.944230554608,0.468491257020438,0.000182142151822579,0.0378077628806186,0.0547057629215116,1.66500989973818,19.8946647183332,39.5301536059372,57.9042834729827,52.3322519850002,62.0981748334232,"7.49 ug/m3 (19%ile)","41.5 ppb (39%ile)","33 lifetime risk per million (57%ile)","0.44  (52%ile)","0.479 ug/m3 (62%ile)"
"51540000402",7.50402465753425,41.4791163398693,33.0889310100096,0.435744024532197,0.451288354954295,651.688497304157,0.489827013480425,0.000224198075920617,0.0363452469497363,0.0539895596550192,1.31018679500751,20.1603772571632,39.3761253673644,57.7128633929471,51.5161722633322,58.5113839159115,"7.5 ug/m3 (20%ile)","41.5 ppb (39%ile)","33 lifetime risk per million (57%ile)","0.44  (51%ile)","0.451 ug/m3 (58%ile)"
"51540000501",7.47852082191781,41.4978503267974,32.958376258877,0.441729174360081,0.507453902414507,373.740896078953,0.360354524719635,8.37742782034213e-05,0.0391686697499695,0.0576801636409796,1.78779244976416,19.6527728467278,39.5269678726845,57.1406236022669,53.2808650725533,65.401095704408,"7.48 ug/m3 (19%ile)","41.5 ppb (39%ile)","33 lifetime risk per million (57%ile)","0.44  (53%ile)","0.507 ug/m3 (65%ile)"
"51540000502",7.45112164383562,41.4648529411765,32.4320822061243,0.43659909070989,0.489446628021098,221.508321027468,0.350967700828998,6.66653129705636e-05,0.0407740220298821,0.0605283315815365,2.26007484386231,19.2054177044865,39.2829783681448,54.6915861088098,51.7184064875844,63.3162168036783,"7.45 ug/m3 (19%ile)","41.5 ppb (39%ile)","32 lifetime risk per million (54%ile)","0.44  (51%ile)","0.489 ug/m3 (63%ile)"
"51540000600",7.44850739726027,41.4940424836601,33.7763300991955,0.463751648663861,0.537139491503853,670.580266096935,0.27138821630347,3.84094525828515e-05,0.0413329198742527,0.0626046244921375,1.99373175076684,19.1631638696071,39.5038742684805,60.8247371708803,59.6473359119663,68.6299740122248,"7.45 ug/m3 (19%ile)","41.5 ppb (39%ile)","34 lifetime risk per million (60%ile)","0.46  (59%ile)","0.537 ug/m3 (68%ile)"
"51540000700",7.46101452054794,41.5571614379085,33.6849370233473,0.455432716684597,0.484717291674752,856.106905610052,0.580215904893134,8.19773199463181e-06,0.0398358983712534,0.0606763709523055,2.06553736721542,19.3812073258708,39.984403375811,60.4108095989799,57.262977583346,62.7324376507337,"7.46 ug/m3 (19%ile)","41.6 ppb (39%ile)","34 lifetime risk per million (60%ile)","0.46  (57%ile)","0.485 ug/m3 (62%ile)"
"51540000800",7.45791095890411,41.5745287581699,33.1107367899905,0.434820452186433,0.427283722940671,1109.12579918042,0.3277082882693,NA,0.0374244426792466,0.0560374497733571,1.02826127812106,19.3263109500446,40.1238139687045,57.8103477543526,51.1935803438189,55.3282293513569,"7.46 ug/m3 (19%ile)","41.6 ppb (40%ile)","33 lifetime risk per million (57%ile)","0.43  (51%ile)","0.427 ug/m3 (55%ile)"
"51540000900",7.49507315068493,41.5386477124183,32.8605174857963,0.428104828832413,0.414625326690532,655.168770536029,0.362801007816376,2.69395654549484e-05,0.0352126210080155,0.05057165323593,1.75806210427914,19.993205140878,39.8646431264009,56.6837353028103,49.3307030481227,53.5041021195239,"7.5 ug/m3 (19%ile)","41.5 ppb (39%ile)","33 lifetime risk per million (56%ile)","0.43  (49%ile)","0.415 ug/m3 (53%ile)"
"51540001000",7.50457589041096,41.550877124183,33.9826288913132,0.451843239777771,0.481529641690623,1303.16753797903,0.5102684563244,4.27688239288477e-05,0.0368654787096674,0.0534839834996727,1.58103473940283,20.1729172236101,39.9481453166393,61.7114920400055,56.2865088117184,62.3441479773443,"7.5 ug/m3 (20%ile)","41.6 ppb (39%ile)","34 lifetime risk per million (61%ile)","0.45  (56%ile)","0.482 ug/m3 (62%ile)"
