,file,min,max,mean,count,median,nodata,masked_count,spatial_unit,GEOID,full_path,prop_nodata,file_entityId,scene_entityId,displayId,spatialCoverage,spatialBounds,Date Acquired,Start Time,Stop Time,Day/Night Indicator,Land Cloud Cover,Sun Elevation L0RA,Sun Azimuth L0RA,Datum
8530,LC08_L2SP_016033_20180629_20200831_02_T1_ST_B10,78.3204710360001,125.26971015200012,94.53267416510694,28766,93.75693296000004,791.0,22759,counties,51540,./st_b10_data/LC08_L2SP_016033_20180629_20200831_02_T1_ST_B10.TIF,0.0267618499847751,L2ST_LC08_L2SP_016033_20180629_20200831_02_T1_ST_B10_TIF,LC80160332018180LGN00,LC08_L2SP_016033_20180629_20200831_02_T1,"[[-79.71923, 38.23955], [-77.60454, 37.8365], [-77.0487, 39.553], [-79.21486, 39.95777], [-79.71923, 38.23955]]","[[-79.71923, 37.8365], [-79.71923, 39.95777], [-77.0487, 39.95777], [-77.0487, 37.8365], [-79.71923, 37.8365]]",2018/06/29,2018:180:15:51:24.4344430,2018:180:15:51:56.2044410,DAY,4.54,66.0052434,124.62002056,WGS84
9383,LC08_L2SP_016034_20210824_20210901_02_T1_ST_B10,90.10853841200004,135.26126621600008,103.730114769827,29557,102.97328208800012,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20210824_20210901_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20210824_20210901_02_T1_ST_B10_TIF,LC80160342021236LGN00,LC08_L2SP_016034_20210824_20210901_02_T1,"[[-80.13284, 36.80668], [-78.05734, 36.40802], [-77.51923, 38.12653], [-79.64284, 38.52647], [-80.13284, 36.80668]]","[[-80.13284, 36.40802], [-80.13284, 38.52647], [-77.51923, 38.52647], [-77.51923, 36.40802], [-80.13284, 36.40802]]",2021/08/24,2021:236:15:52:57.0696650,2021:236:15:53:28.8396640,DAY,1.05,57.3381599,139.08101052,WGS84
10236,LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10,78.30201372800005,120.27393212000004,91.04165808214584,29277,90.28080662000004,280.0,22248,counties,51540,./st_b10_data/LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10.TIF,0.0094732212335487,L2ST_LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10_TIF,LC80160332020250LGN00,LC08_L2SP_016033_20200906_20200918_02_T1,"[[-79.73071, 38.23894], [-77.6158, 37.83621], [-77.06043, 39.55271], [-79.2268, 39.95716], [-79.73071, 38.23894]]","[[-79.73071, 37.83621], [-79.73071, 39.95716], [-77.06043, 39.95716], [-77.06043, 37.83621], [-79.73071, 37.83621]]",2020/09/06,2020:250:15:52:33.5782020,2020:250:15:53:05.3482010,DAY,0.44,52.66165082,146.38840125,WGS84
11089,LC08_L2SP_016034_20170610_20201015_02_T1_ST_B10,86.32479027200003,138.41746588400002,103.88924277999324,29557,102.95482477999995,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20170610_20201015_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20170610_20201015_02_T1_ST_B10_TIF,LC80160342017161LGN00,LC08_L2SP_016034_20170610_20201015_02_T1,"[[-80.14113, 36.80685], [-78.06613, 36.40817], [-77.5278, 38.12675], [-79.65092, 38.52672], [-80.14113, 36.80685]]","[[-80.14113, 36.40817], [-80.14113, 38.52672], [-77.5278, 38.52672], [-77.5278, 36.40817], [-80.14113, 36.40817]]",2017/06/10,2017:161:15:52:26.4081780,2017:161:15:52:58.1781760,DAY,0.44,67.2268374,123.46389502,WGS84
11942,LC08_L2SP_016034_20160826_20200906_02_T1_ST_B10,84.1652852360001,123.65161948400008,97.508895838397,29557,96.71010224000004,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20160826_20200906_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20160826_20200906_02_T1_ST_B10_TIF,LC80160342016239LGN01,LC08_L2SP_016034_20160826_20200906_02_T1,"[[-80.13243, 36.80668], [-78.05731, 36.40816], [-77.51924, 38.12679], [-79.6425, 38.52659], [-80.13243, 36.80668]]","[[-80.13243, 36.40816], [-80.13243, 38.52659], [-77.51924, 38.52659], [-77.51924, 36.40816], [-80.13243, 36.40816]]",2016/08/26,2016:239:15:52:54.9667980,2016:239:15:53:26.7367950,DAY,4.82,56.76345427,140.05471917,WGS84
12795,LC08_L2SP_016033_20190702_20200827_02_T1_ST_B10,72.26647401200002,120.84610866800006,89.20263561879003,29233,88.65041108,324.0,22292,counties,51540,./st_b10_data/LC08_L2SP_016033_20190702_20200827_02_T1_ST_B10.TIF,0.0109618702845349,L2ST_LC08_L2SP_016033_20190702_20200827_02_T1_ST_B10_TIF,LC80160332019183LGN00,LC08_L2SP_016033_20190702_20200827_02_T1,"[[-79.7307, 38.23928], [-77.61643, 37.83649], [-77.06076, 39.55311], [-79.22652, 39.95762], [-79.7307, 38.23928]]","[[-79.7307, 37.83649], [-79.7307, 39.95762], [-77.06076, 39.95762], [-77.06076, 37.83649], [-79.7307, 37.83649]]",2019/07/02,2019:183:15:52:16.5129380,2019:183:15:52:48.2829370,DAY,8.99,65.91654232,125.03408264,WGS84
13648,LC08_L2SP_016034_20140922_20200910_02_T1_ST_B10,43.56536007200009,109.1872424480001,81.6396839263983,29557,83.97455972000006,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20140922_20200910_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20140922_20200910_02_T1_ST_B10_TIF,LC80160342014265LGN01,LC08_L2SP_016034_20140922_20200910_02_T1,"[[-80.12023, 36.80633], [-78.04536, 36.40799], [-77.50742, 38.12666], [-79.6304, 38.52629], [-80.12023, 36.80633]]","[[-80.12023, 36.40799], [-80.12023, 38.52629], [-77.50742, 38.52629], [-77.50742, 36.40799], [-80.12023, 36.40799]]",2014/09/22,2014:265:15:52:51.5173490,2014:265:15:53:23.2873460,DAY,9.03,48.89194395,150.78999368,WGS84
14501,LC08_L2SP_016034_20210605_20210614_02_T1_ST_B10,62.219546024000046,135.75346109599997,104.49750569542805,29557,104.1360924920001,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20210605_20210614_02_T1_ST_B10_TIF,LC80160342021156LGN00,LC08_L2SP_016034_20210605_20210614_02_T1,"[[-80.15973, 36.80687], [-78.08462, 36.4081], [-77.54625, 38.12665], [-79.6695, 38.52671], [-80.15973, 36.80687]]","[[-80.15973, 36.4081], [-80.15973, 38.52671], [-77.54625, 38.52671], [-77.54625, 36.4081], [-80.15973, 36.4081]]",2021/06/05,2021:156:15:52:32.4888260,2021:156:15:53:04.2588250,DAY,3.28,67.07684345,124.66790582,WGS84
15354,LC08_L2SP_016034_20170930_20200903_02_T1_ST_B10,70.07005436000011,102.63489810800006,80.56443577754334,29557,80.24003106800001,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20170930_20200903_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20170930_20200903_02_T1_ST_B10_TIF,LC80160342017273LGN00,LC08_L2SP_016034_20170930_20200903_02_T1,"[[-80.15024, 36.80627], [-78.07497, 36.40789], [-77.53711, 38.12649], [-79.6605, 38.52615], [-80.15024, 36.80627]]","[[-80.15024, 36.40789], [-80.15024, 38.52615], [-77.53711, 38.52615], [-77.53711, 36.40789], [-80.15024, 36.40789]]",2017/09/30,2017:273:15:52:59.7452590,2017:273:15:53:31.5152570,DAY,0.6,46.16664442,153.53336883,WGS84
16207,LC08_L2SP_016034_20150707_20200909_02_T1_ST_B10,85.93718680400009,130.2654881840001,99.20994125161693,29557,98.08824790399996,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20150707_20200909_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20150707_20200909_02_T1_ST_B10_TIF,LC80160342015188LGN01,LC08_L2SP_016034_20150707_20200909_02_T1,"[[-80.14178, 36.80671], [-78.06653, 36.40787], [-77.52811, 38.12637], [-79.65148, 38.52651], [-80.14178, 36.80671]]","[[-80.14178, 36.40787], [-80.14178, 38.52651], [-77.52811, 38.52651], [-77.52811, 36.40787], [-80.14178, 36.40787]]",2015/07/07,2015:188:15:52:14.3842560,2015:188:15:52:46.1542520,DAY,4.82,65.95807208,122.11636851,WGS84
17060,LC08_L2SP_016034_20140704_20200911_02_T1_ST_B10,59.11256584400005,122.162729972,93.9545511110194,29557,93.71386590800007,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20140704_20200911_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20140704_20200911_02_T1_ST_B10_TIF,LC80160342014185LGN01,LC08_L2SP_016034_20140704_20200911_02_T1,"[[-80.13368, 36.80654], [-78.05848, 36.40789], [-77.5203, 38.12648], [-79.64362, 38.52641], [-80.13368, 36.80654]]","[[-80.13368, 36.40789], [-80.13368, 38.52641], [-77.5203, 38.52641], [-77.5203, 36.40789], [-80.13368, 36.40789]]",2014/07/04,2014:185:15:52:34.2877470,2014:185:15:53:06.0577430,DAY,8.5,66.2787907,121.93784132,WGS84
17913,LC08_L2SP_016033_20210723_20210729_02_T1_ST_B10,59.20485238400005,129.81636035600008,98.357141511898,28873,99.68788126400008,684.0,22652,counties,51540,./st_b10_data/LC08_L2SP_016033_20210723_20210729_02_T1_ST_B10.TIF,0.0231417261562404,L2ST_LC08_L2SP_016033_20210723_20210729_02_T1_ST_B10_TIF,LC80160332021204LGN00,LC08_L2SP_016033_20210723_20210729_02_T1,"[[-79.72032, 38.23904], [-77.60612, 37.83628], [-77.05051, 39.55291], [-79.21615, 39.9574], [-79.72032, 38.23904]]","[[-79.72032, 37.83628], [-79.72032, 39.9574], [-77.05051, 39.9574], [-77.05051, 37.83628], [-79.72032, 37.83628]]",2021/07/23,2021:204:15:52:21.1375120,2021:204:15:52:52.9075110,DAY,6.72,63.25349061,128.90422405,WGS84
18766,LC08_L2SP_016033_20140704_20200911_02_T1_ST_B10,59.14332802400008,122.19349215200003,94.1960897223293,29154,94.02764014400006,403.0,22371,counties,51540,./st_b10_data/LC08_L2SP_016033_20140704_20200911_02_T1_ST_B10.TIF,0.0136346719897147,L2ST_LC08_L2SP_016033_20140704_20200911_02_T1_ST_B10_TIF,LC80160332014185LGN01,LC08_L2SP_016033_20140704_20200911_02_T1,"[[-79.72701, 38.23895], [-77.61248, 37.83619], [-77.05697, 39.55278], [-79.22296, 39.95726], [-79.72701, 38.23895]]","[[-79.72701, 37.83619], [-79.72701, 39.95726], [-77.05697, 39.95726], [-77.05697, 37.83619], [-79.72701, 37.83619]]",2014/07/04,2014:185:15:52:10.4009460,2014:185:15:52:42.1709420,DAY,3.2,65.70785119,125.14749411,WGS84
19619,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,62.23185089600004,135.75961353200003,104.50159281796614,29557,104.14224492800004,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
20472,LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10,75.93947830400009,133.92618760399995,93.44253471313137,29263,92.07116549600008,294.0,22262,counties,51540,./st_b10_data/LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10.TIF,0.0099468822952261,L2ST_LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10_TIF,LC80160332017225LGN00,LC08_L2SP_016033_20170813_20200903_02_T1,"[[-79.73211, 38.23922], [-77.61757, 37.83657], [-77.0622, 39.55319], [-79.22821, 39.95754], [-79.73211, 38.23922]]","[[-79.73211, 37.83657], [-79.73211, 39.95754], [-77.0622, 39.95754], [-77.0622, 37.83657], [-79.73211, 37.83657]]",2017/08/13,2017:225:15:52:24.3350750,2017:225:15:52:56.1050730,DAY,9.57,59.12591768,136.40397876,WGS84
21325,LC08_L2SP_016034_20190702_20200827_02_T1_ST_B10,71.34360861200004,120.82149892400008,89.1687302394514,29557,88.6627159520001,0.0,21968,counties,51540,./st_b10_data/LC08_L2SP_016034_20190702_20200827_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016034_20190702_20200827_02_T1_ST_B10_TIF,LC80160342019183LGN00,LC08_L2SP_016034_20190702_20200827_02_T1,"[[-80.13751, 36.80656], [-78.06257, 36.40787], [-77.52427, 38.12652], [-79.64734, 38.52649], [-80.13751, 36.80656]]","[[-80.13751, 36.40787], [-80.13751, 38.52649], [-77.52427, 38.52649], [-77.52427, 36.40787], [-80.13751, 36.40787]]",2019/07/02,2019:183:15:52:40.4039770,2019:183:15:53:12.1739760,DAY,3.64,66.48453325,121.79135134,WGS84
