STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,Year,June,July,August,JuneF,JulyF,AugustF,NAMES,Totpcp,Totpcpinch
51,003,011100,1,510030111001,Block Group 1,2020,27.82,31.99,28.75,82.08,89.59,83.76,Albemarle,1520.74,59.87
51,003,011100,2,510030111002,Block Group 2,2020,27.82,31.99,28.75,82.07,89.58,83.74,Albemarle,1556.25,61.27
51,003,011100,3,510030111003,Block Group 3,2020,27.75,31.92,28.69,81.94,89.46,83.64,Albemarle,1574.99,62.01
51,003,011100,4,510030111004,Block Group 4,2020,27.72,31.88,28.66,81.89,89.39,83.59,Albemarle,1547.2,60.91
51,003,011100,5,510030111005,Block Group 5,2020,27.62,31.83,28.58,81.72,89.29,83.45,Albemarle,1540.94,60.67
51,003,011201,1,510030112011,Block Group 1,2020,27.25,31.58,28.27,81.05,88.85,82.88,Albemarle,1609.19,63.35
51,003,011201,2,510030112012,Block Group 2,2020,27.69,31.87,28.65,81.84,89.37,83.58,Albemarle,1587.01,62.48
51,003,011201,3,510030112013,Block Group 3,2020,27.62,31.91,28.58,81.72,89.43,83.44,Albemarle,1727.37,68.01
51,003,011202,1,510030112021,Block Group 1,2020,27.85,32.14,28.75,82.13,89.85,83.75,Albemarle,1703.14,67.05
51,003,011202,2,510030112022,Block Group 2,2020,27.87,32.15,28.79,82.17,89.87,83.83,Albemarle,1708.26,67.25
51,003,011301,1,510030113011,Block Group 1,2020,28.12,32.38,28.98,82.61,90.29,84.16,Albemarle,1634.1,64.33
51,003,011301,2,510030113012,Block Group 2,2020,28.03,32.34,28.9,82.45,90.21,84.02,Albemarle,1698.28,66.86
51,003,011301,3,510030113013,Block Group 3,2020,28.27,32.59,29.08,82.89,90.66,84.35,Albemarle,1666.11,65.59
51,003,011301,4,510030113014,Block Group 4,2020,28.18,32.49,29.04,82.72,90.47,84.27,Albemarle,1664.11,65.52
51,003,011302,1,510030113021,Block Group 1,2020,28.15,32.4,29,82.67,90.31,84.19,Albemarle,1574.11,61.97
51,003,011302,2,510030113022,Block Group 2,2020,28.13,32.38,28.98,82.63,90.29,84.17,Albemarle,1601.37,63.05
51,003,011303,1,510030113031,Block Group 1,2020,28.17,32.43,29.01,82.71,90.37,84.22,Albemarle,1573.93,61.97
51,003,011303,2,510030113032,Block Group 2,2020,28.16,32.43,29,82.69,90.38,84.2,Albemarle,1572.28,61.9
51,003,011400,1,510030114001,Block Group 1,2020,28.16,32.47,29.06,82.69,90.45,84.3,Albemarle,1676.47,66
51,003,011400,2,510030114002,Block Group 2,2020,28.36,32.71,29.24,83.05,90.87,84.63,Albemarle,1611.97,63.46
51,003,011400,3,510030114003,Block Group 3,2020,28.23,32.55,29.17,82.82,90.58,84.51,Albemarle,1681.79,66.21
51,003,011400,4,510030114004,Block Group 4,2020,27.79,32.11,28.74,82.02,89.8,83.73,Albemarle,1730.93,68.15
51,065,020101,1,510650201011,Block Group 1,2020,28.55,32.96,29.3,83.38,91.33,84.73,Fluvanna,1612.21,63.47
51,065,020101,2,510650201012,Block Group 2,2020,28.5,32.89,29.26,83.3,91.2,84.68,Fluvanna,1562.14,61.5
51,065,020101,3,510650201013,Block Group 3,2020,28.49,32.87,29.26,83.29,91.16,84.67,Fluvanna,1569.77,61.8
51,065,020102,1,510650201021,Block Group 1,2020,28.47,32.83,29.25,83.24,91.1,84.64,Fluvanna,1602.81,63.1
51,065,020102,2,510650201022,Block Group 2,2020,28.47,32.86,29.25,83.25,91.15,84.64,Fluvanna,1625.83,64.01
51,065,020102,3,510650201023,Block Group 3,2020,28.42,32.8,29.21,83.16,91.04,84.57,Fluvanna,1625.69,64
51,065,020200,1,510650202001,Block Group 1,2020,28.6,33.06,29.34,83.48,91.51,84.81,Fluvanna,1618.32,63.71
51,065,020200,2,510650202002,Block Group 2,2020,28.75,33.26,29.47,83.75,91.86,85.04,Fluvanna,1567.98,61.73
51,065,020200,3,510650202003,Block Group 3,2020,28.67,33.16,29.41,83.6,91.69,84.94,Fluvanna,1522.01,59.92
51,065,020200,4,510650202004,Block Group 4,2020,28.63,33.16,29.42,83.54,91.69,84.95,Fluvanna,1527.72,60.15
51,065,020300,1,510650203001,Block Group 1,2020,28.41,32.82,29.2,83.15,91.07,84.56,Fluvanna,1626.31,64.03
51,065,020300,2,510650203002,Block Group 2,2020,28.44,32.88,29.26,83.2,91.18,84.67,Fluvanna,1559.1,61.38
51,065,020300,3,510650203003,Block Group 3,2020,28.39,32.77,29.23,83.1,90.98,84.62,Fluvanna,1560.77,61.45
51,079,030101,1,510790301011,Block Group 1,2020,27.34,31.67,28.36,81.22,89,83.05,Greene,1712.15,67.41
51,079,030101,2,510790301012,Block Group 2,2020,28.25,32.51,29.17,82.85,90.52,84.51,Greene,1550.61,61.05
51,079,030102,1,510790301021,Block Group 1,2020,27.41,31.74,28.46,81.34,89.14,83.23,Greene,1568.62,61.76
51,079,030102,2,510790301022,Block Group 2,2020,28.18,32.42,29.11,82.73,90.36,84.41,Greene,1486.5,58.52
51,079,030102,3,510790301023,Block Group 3,2020,28.18,32.44,29.11,82.73,90.4,84.39,Greene,1515.59,59.67
51,079,030102,4,510790301024,Block Group 4,2020,28.07,32.29,29.02,82.53,90.13,84.23,Greene,1456.61,57.35
51,079,030200,1,510790302001,Block Group 1,2020,28.34,32.64,29.2,83.01,90.74,84.56,Greene,1561.62,61.48
51,079,030200,2,510790302002,Block Group 2,2020,28.2,32.46,29.11,82.77,90.42,84.4,Greene,1497.49,58.96
51,079,030200,3,510790302003,Block Group 3,2020,28.38,32.68,29.25,83.08,90.82,84.66,Greene,1581.34,62.26
51,079,030200,4,510790302004,Block Group 4,2020,28.24,32.53,29.13,82.84,90.55,84.43,Greene,1555.32,61.23
51,109,950100,1,511099501001,Block Group 1,2020,29.07,33.63,29.83,84.33,92.53,85.7,Louisa,1670.87,65.78
51,109,950100,2,511099501002,Block Group 2,2020,29.01,33.53,29.75,84.21,92.36,85.56,Louisa,1771.28,69.74
51,109,950100,3,511099501003,Block Group 3,2020,28.89,33.42,29.67,84,92.16,85.41,Louisa,1723,67.83
51,109,950100,4,511099501004,Block Group 4,2020,28.93,33.48,29.68,84.08,92.26,85.43,Louisa,1634.54,64.35
51,109,950201,1,511099502011,Block Group 1,2020,28.86,33.31,29.59,83.95,91.96,85.26,Louisa,1794.53,70.65
51,109,950201,2,511099502012,Block Group 2,2020,28.7,33.15,29.45,83.65,91.67,85.02,Louisa,1724.68,67.9
51,109,950201,3,511099502013,Block Group 3,2020,28.85,33.34,29.59,83.93,92.01,85.26,Louisa,1720.34,67.73
51,109,950202,1,511099502021,Block Group 1,2020,28.92,33.41,29.66,84.05,92.13,85.39,Louisa,1837.43,72.34
51,109,950202,2,511099502022,Block Group 2,2020,28.79,33.29,29.57,83.83,91.93,85.22,Louisa,1765.76,69.52
51,109,950300,1,511099503001,Block Group 1,2020,28.87,33.28,29.58,83.96,91.91,85.25,Louisa,1749.99,68.9
51,109,950300,2,511099503002,Block Group 2,2020,28.68,33.09,29.42,83.63,91.56,84.96,Louisa,1634.89,64.37
51,109,950300,3,511099503003,Block Group 3,2020,28.55,32.96,29.31,83.4,91.32,84.76,Louisa,1578.44,62.14
51,109,950400,1,511099504001,Block Group 1,2020,28.64,33.09,29.39,83.55,91.56,84.9,Louisa,1634.07,64.33
51,109,950400,2,511099504002,Block Group 2,2020,28.79,33.29,29.54,83.82,91.93,85.16,Louisa,1632.91,64.29
51,109,950500,1,511099505001,Block Group 1,2020,28.97,33.55,29.78,84.14,92.39,85.6,Louisa,1660.07,65.36
51,109,950500,2,511099505002,Block Group 2,2020,28.95,33.55,29.77,84.11,92.39,85.59,Louisa,1674.9,65.94
51,109,950500,3,511099505003,Block Group 3,2020,28.94,33.58,29.78,84.09,92.44,85.6,Louisa,1707.62,67.23
51,125,950100,1,511259501001,Block Group 1,2020,28.16,32.48,29.17,82.68,90.46,84.51,Nelson,1753.6,69.04
51,125,950100,2,511259501002,Block Group 2,2020,27.81,32.13,28.82,82.05,89.83,83.88,Nelson,1754.11,69.06
51,125,950100,3,511259501003,Block Group 3,2020,28.05,32.36,29.1,82.49,90.24,84.39,Nelson,1752.94,69.01
51,125,950100,4,511259501004,Block Group 4,2020,28.23,32.56,29.32,82.82,90.61,84.77,Nelson,1699.34,66.9
51,125,950200,1,511259502001,Block Group 1,2020,26.78,31.29,27.85,80.2,88.33,82.14,Nelson,1885.66,74.24
51,125,950200,2,511259502002,Block Group 2,2020,27.67,31.93,28.66,81.81,89.47,83.59,Nelson,1697.92,66.85
51,125,950200,3,511259502003,Block Group 3,2020,27.21,31.58,28.24,80.98,88.84,82.84,Nelson,1801.84,70.94
51,125,950200,4,511259502004,Block Group 4,2020,27.29,31.56,28.31,81.11,88.81,82.95,Nelson,1602.88,63.11
51,125,950300,1,511259503001,Block Group 1,2020,27.62,31.96,28.67,81.71,89.52,83.6,Nelson,1755.49,69.11
51,125,950300,2,511259503002,Block Group 2,2020,27.63,31.96,28.7,81.74,89.52,83.67,Nelson,1698.37,66.86
51,125,950300,3,511259503003,Block Group 3,2020,26.6,31.17,27.74,79.88,88.11,81.94,Nelson,1735.36,68.32
51,125,950300,4,511259503004,Block Group 4,2020,27.98,32.28,29.08,82.37,90.11,84.34,Nelson,1591.65,62.66
51,540,000201,1,515400002011,Block Group 1,2020,28.13,32.4,28.98,82.64,90.32,84.16,Charlottesville,1533.76,60.38
51,540,000201,2,515400002012,Block Group 2,2020,28.17,32.44,29.01,82.71,90.39,84.22,Charlottesville,1525.03,60.04
51,540,000201,3,515400002013,Block Group 3,2020,28.12,32.39,28.97,82.62,90.3,84.15,Charlottesville,1535.7,60.46
51,540,000202,1,515400002021,Block Group 1,2020,28.15,32.41,28.99,82.67,90.34,84.19,Charlottesville,1537.52,60.53
51,540,000202,2,515400002022,Block Group 2,2020,28.14,32.41,28.99,82.66,90.33,84.18,Charlottesville,1535.64,60.46
51,540,000202,3,515400002023,Block Group 3,2020,28.12,32.39,28.97,82.62,90.3,84.15,Charlottesville,1540.55,60.65
51,540,000302,1,515400003021,Block Group 1,2020,28.22,32.49,29.05,82.8,90.48,84.28,Charlottesville,1512.4,59.54
51,540,000302,2,515400003022,Block Group 2,2020,28.32,32.58,29.13,82.98,90.64,84.43,Charlottesville,1489.23,58.63
51,540,000401,1,515400004011,Block Group 1,2020,28.21,32.47,29.04,82.78,90.44,84.28,Charlottesville,1529.71,60.22
51,540,000401,2,515400004012,Block Group 2,2020,28.19,32.44,29.03,82.74,90.4,84.25,Charlottesville,1547.25,60.92
51,540,000402,1,515400004021,Block Group 1,2020,28.23,32.49,29.05,82.81,90.48,84.29,Charlottesville,1516.68,59.71
51,540,000402,2,515400004022,Block Group 2,2020,28.23,32.49,29.05,82.81,90.48,84.3,Charlottesville,1520.95,59.88
51,540,000402,3,515400004023,Block Group 3,2020,28.23,32.5,29.05,82.82,90.5,84.3,Charlottesville,1525.77,60.07
51,540,000402,4,515400004024,Block Group 4,2020,28.22,32.48,29.05,82.8,90.47,84.29,Charlottesville,1529.12,60.2
51,540,000501,1,515400005011,Block Group 1,2020,28.18,32.44,29.02,82.72,90.39,84.23,Charlottesville,1534.41,60.41
51,540,000501,2,515400005012,Block Group 2,2020,28.15,32.4,28.99,82.66,90.33,84.18,Charlottesville,1544.98,60.83
51,540,000501,3,515400005013,Block Group 3,2020,28.17,32.42,29.01,82.7,90.36,84.22,Charlottesville,1542.06,60.71
51,540,000502,1,515400005021,Block Group 1,2020,28.18,32.43,29.02,82.73,90.38,84.24,Charlottesville,1553.02,61.14
51,540,000502,2,515400005022,Block Group 2,2020,28.12,32.38,28.97,82.61,90.28,84.15,Charlottesville,1555.35,61.23
51,540,000502,3,515400005023,Block Group 3,2020,28.11,32.36,28.96,82.59,90.25,84.13,Charlottesville,1568.3,61.74
51,540,000502,4,515400005024,Block Group 4,2020,28.13,32.38,28.98,82.64,90.29,84.17,Charlottesville,1564.77,61.61
51,540,000502,5,515400005025,Block Group 5,2020,28.16,32.41,29,82.69,90.34,84.21,Charlottesville,1566.98,61.69
51,540,000600,1,515400006001,Block Group 1,2020,28.12,32.38,28.97,82.62,90.29,84.15,Charlottesville,1548.71,60.97
51,540,000600,2,515400006002,Block Group 2,2020,28.08,32.34,28.94,82.55,90.21,84.09,Charlottesville,1567.54,61.71
51,540,000700,1,515400007001,Block Group 1,2020,28.17,32.43,29.01,82.7,90.38,84.22,Charlottesville,1518.62,59.79
51,540,000700,2,515400007002,Block Group 2,2020,28.13,32.39,28.98,82.63,90.31,84.16,Charlottesville,1530.66,60.26
51,540,000700,3,515400007003,Block Group 3,2020,28.15,32.4,29,82.66,90.32,84.19,Charlottesville,1531.59,60.3
51,540,000700,4,515400007004,Block Group 4,2020,28.06,32.33,28.92,82.51,90.2,84.06,Charlottesville,1557.99,61.34
51,540,000800,1,515400008001,Block Group 1,2020,28.2,32.47,29.04,82.76,90.44,84.27,Charlottesville,1512.93,59.56
51,540,000800,2,515400008002,Block Group 2,2020,28.22,32.48,29.05,82.79,90.46,84.28,Charlottesville,1499.16,59.02
51,540,000800,3,515400008003,Block Group 3,2020,28.2,32.46,29.04,82.76,90.43,84.27,Charlottesville,1507.6,59.35
51,540,000800,4,515400008004,Block Group 4,2020,28.16,32.42,29.01,82.69,90.35,84.21,Charlottesville,1523.6,59.98
51,540,000900,1,515400009001,Block Group 1,2020,28.3,32.57,29.11,82.94,90.62,84.4,Charlottesville,1477.44,58.17
51,540,000900,2,515400009002,Block Group 2,2020,28.22,32.49,29.05,82.8,90.48,84.29,Charlottesville,1499.71,59.04
51,540,001000,1,515400010001,Block Group 1,2020,28.18,32.45,29.02,82.73,90.4,84.23,Charlottesville,1528.36,60.17
51,540,001000,2,515400010002,Block Group 2,2020,28.2,32.46,29.03,82.76,90.43,84.26,Charlottesville,1512.96,59.57
51,540,001000,3,515400010003,Block Group 3,2020,28.23,32.49,29.05,82.81,90.49,84.29,Charlottesville,1502.12,59.14
