STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,tree_can
51,109,950500,1028,511099505001028,Block 1028,85.95890410958904
51,109,950300,2096,511099503002096,Block 2096,86.33333333333333
51,109,950300,1034,511099503001034,Block 1034,55.471952131638
51,109,950300,1051,511099503001051,Block 1051,83.02614379084967
51,109,950300,3019,511099503003019,Block 3019,61.01081081081081
51,109,950300,2202,511099503002202,Block 2202,0
51,109,950300,1110,511099503001110,Block 1110,85.29045643153528
51,109,950202,1061,511099502021061,Block 1061,38.857142857142854
51,109,950100,2028,511099501002028,Block 2028,20.64885496183206
51,109,950300,2113,511099503002113,Block 2113,64.37320574162679
51,109,950202,1150,511099502021150,Block 1150,68.23035230352303
51,109,950100,2078,511099501002078,Block 2078,18.12972972972973
51,109,950201,1021,511099502011021,Block 1021,80.48554913294798
51,109,950201,1038,511099502011038,Block 1038,59.32057416267943
51,109,950100,2121,511099501002121,Block 2121,73.52272727272727
51,109,950100,2086,511099501002086,Block 2086,0
51,109,950100,2088,511099501002088,Block 2088,3.7777777777777777
51,109,950300,2191,511099503002191,Block 2191,11.00487012987013
51,109,950201,1058,511099502011058,Block 1058,84.18199608610567
51,109,950202,1127,511099502021127,Block 1127,74.99285714285715
51,109,950202,1129,511099502021129,Block 1129,45.3089430894309
51,065,020300,1061,510650203001061,Block 1061,47.93911439114391
