FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202004,12,0,41067,889259,"D","04/12/2020 00:00:00",50,"M","Mobile/Trailer Home",202004
202004,12,0,41068,889259,"D","04/12/2020 00:00:00",79,"M","Mobile/Trailer Home",202004
202004,12,0,41069,889259,"D","04/12/2020 00:00:00",75,"F","Mobile/Trailer Home",202004
202004,12,0,41070,889259,"D","04/12/2020 00:00:00",48,"M","Mobile/Trailer Home",202004
202004,12,0,41071,889259,"D","04/12/2020 00:00:00",57,"M","Mobile/Trailer Home",202004
202004,13,0,41072,889288,"D","04/13/2020 00:00:00",34,"M","Permanent Home",202004
202004,13,0,41073,886100,"D","04/13/2020 00:00:00",77,"M","Long Span Roof",202004
202004,22,0,41080,887044,"D","04/22/2020 00:00:00",,"","Unknown",202004
202004,1,0,41083,890139,"D","04/01/2020 00:00:00",28,"M","Outside/Open Areas",202004
202004,3,0,41084,890140,"D","04/03/2020 00:00:00",46,"M","Outside/Open Areas",202004
202004,12,0,41088,890149,"D","04/12/2020 00:00:00",33,"F","In Water",202004
202004,19,0,41089,890571,"D","04/19/2020 00:00:00",,"M","Mobile/Trailer Home",202004
202004,12,0,41090,890609,"D","04/12/2020 00:00:00",29,"M","Permanent Home",202004
202004,12,0,41091,876337,"D","04/12/2020 00:00:00",46,"M","Mobile/Trailer Home",202004
202004,15,0,41092,876337,"D","04/15/2020 00:00:00",4,"M","Permanent Home",202004
202004,13,0,41099,890717,"D","04/13/2020 00:00:00",57,"M","Vehicle/Towed Trailer",202004
202004,22,0,41100,890652,"D","04/22/2020 00:00:00",46,"M","Vehicle/Towed Trailer",202004
202004,22,0,41101,890652,"D","04/22/2020 00:00:00",46,"M","Outside/Open Areas",202004
202005,4,0,41115,880478,"D","05/04/2020 00:00:00",71,"F","Permanent Structure",202005
202005,11,0,40836,881748,"D","05/11/2020 00:00:00",18,"M","In Water",202005
202005,16,0,40837,881749,"D","05/16/2020 00:00:00",19,"M","In Water",202005
202005,19,0,41009,882294,"D","05/19/2020 00:00:00",46,"F","Vehicle/Towed Trailer",202005
202005,21,0,40842,882377,"D","05/21/2020 00:00:00",62,"M","In Water",202005
202005,17,0,40986,883052,"I","05/17/2020 00:00:00",74,"F","Outside/Open Areas",202005
202005,30,0,40988,884340,"D","05/30/2020 00:00:00",,"M","Boating",202005
202005,27,0,40993,884487,"D","05/27/2020 00:00:00",,"M","In Water",202005
202005,28,0,40994,884489,"D","05/28/2020 00:00:00",31,"M","In Water",202005
202005,27,0,41010,886295,"D","05/27/2020 00:00:00",41,"M","Heavy Equipment/Construction",202005
202005,30,0,41013,887620,"D","05/30/2020 00:00:00",,"","Outside/Open Areas",202005
202005,15,0,41167,888186,"I","05/15/2020 00:00:00",,"M","Vehicle/Towed Trailer",202005
202005,22,0,41019,888317,"D","05/22/2020 00:00:00",57,"M","Vehicle/Towed Trailer",202005
202005,20,0,41063,889249,"D","05/20/2020 00:00:00",29,"M","In Water",202005
202005,6,0,41149,892202,"I","05/06/2020 00:00:00",73,"M","Outside/Open Areas",202005
202005,29,0,41148,892243,"D","05/29/2020 00:00:00",29,"M","In Water",202005
202005,11,0,41165,892502,"D","05/11/2020 00:00:00",3,"F","In Water",202005
202005,11,0,41166,892502,"D","05/11/2020 00:00:00",7,"F","In Water",202005
202005,15,0,41147,892770,"D","05/15/2020 00:00:00",18,"F","In Water",202005
202005,21,0,41172,893920,"D","05/21/2020 00:00:00",20,"M","Mobile/Trailer Home",202005
202005,15,0,41196,894099,"D","05/15/2020 00:00:00",43,"M","In Water",202005
202005,24,0,41164,894576,"D","05/24/2020 00:00:00",17,"M","In Water",202005
202005,5,0,41168,895063,"D","05/05/2020 00:00:00",32,"M","Outside/Open Areas",202005
202005,17,0,41170,895549,"D","05/17/2020 00:00:00",26,"F","Mobile/Trailer Home",202005
202006,6,0,41177,895786,"D","06/06/2020 00:00:00",51,"M","Outside/Open Areas",202005
202005,26,0,41179,895889,"D","05/26/2020 00:00:00",21,"M","Outside/Open Areas",202005
202005,22,0,41195,896679,"D","05/22/2020 00:00:00",,"M","Permanent Home",202005
202005,3,0,41217,897267,"D","05/03/2020 00:00:00",34,"M","Outside/Open Areas",202005
202005,7,0,41188,897450,"I","05/07/2020 00:00:00",47,"M","In Water",202005
202005,28,0,41207,898115,"I","05/28/2020 00:00:00",24,"M","In Water",202005
202005,28,0,41208,898115,"I","05/28/2020 00:00:00",,"M","In Water",202005
202005,28,0,41209,898115,"I","05/28/2020 00:00:00",,"M","In Water",202005
202005,22,0,41226,899873,"D","05/22/2020 00:00:00",24,"M","In Water",202005
202006,2,0,40985,884311,"D","06/02/2020 00:00:00",61,"M","Boating",202006
202006,3,0,40996,885500,"D","06/03/2020 00:00:00",38,"M","Permanent Structure",202006
202006,3,0,40997,885505,"D","06/03/2020 00:00:00",49,"F","Vehicle/Towed Trailer",202006
202006,3,0,40998,885507,"D","06/03/2020 00:00:00",,"M","Vehicle/Towed Trailer",202006
202006,3,0,40999,885522,"I","06/03/2020 00:00:00",,"M","Permanent Home",202006
202006,6,0,41000,886010,"D","06/06/2020 00:00:00",65,"F","Outside/Open Areas",202006
202008,8,0,41231,901229,"D","08/08/2020 00:00:00",50,"M","In Water",202008
202008,8,0,41232,901229,"D","08/08/2020 00:00:00",14,"M","In Water",202008
202008,25,0,41259,906012,"D","08/25/2020 00:00:00",,"M","In Water",202008
202006,6,0,41110,891933,"I","06/06/2020 00:00:00",70,"M","Outside/Open Areas",202006
202006,29,0,41113,891995,"I","06/29/2020 00:00:00",,"F","Unknown",202006
202006,29,0,41114,891995,"I","06/29/2020 00:00:00",,"M","Unknown",202006
202006,4,0,41116,892093,"D","06/04/2020 00:00:00",31,"M","In Water",202006
202006,5,0,41119,892334,"D","06/05/2020 00:00:00",3,"M","In Water",202006
202006,23,0,41162,894477,"D","06/23/2020 00:00:00",18,"M","In Water",202006
202006,30,0,41212,898393,"I","06/30/2020 00:00:00",,"M","Unknown",202006
202006,30,0,41213,898393,"I","06/30/2020 00:00:00",,"M","Unknown",202006
202006,13,0,41221,899310,"D","06/13/2020 00:00:00",4,"F","Vehicle/Towed Trailer",202006
202006,13,0,41222,899310,"D","06/13/2020 00:00:00",3,"M","Vehicle/Towed Trailer",202006
202006,28,0,41228,900616,"D","06/28/2020 00:00:00",47,"M","Mobile/Trailer Home",202006
202006,21,0,41245,903372,"D","06/21/2020 00:00:00",,"","Permanent Home",202006
202006,19,0,41250,903730,"D","06/19/2020 00:00:00",25,"M","In Water",202006
202006,20,0,41251,903730,"D","06/20/2020 00:00:00",53,"M","In Water",202006
202006,20,0,41252,903730,"D","06/20/2020 00:00:00",71,"M","In Water",202006
202006,9,0,41253,903916,"D","06/09/2020 00:00:00",64,"F","Boating",202006
202008,16,0,41361,908492,"D","08/16/2020 00:00:00",70,"M","Unknown",202008
202008,27,0,41649,908796,"D","08/27/2020 00:00:00",54,"M","Mobile/Trailer Home",202008
202006,24,0,41266,906034,"D","06/24/2020 00:00:00",,"","Boating",202006
202006,10,0,41267,906080,"D","06/10/2020 00:00:00",26,"M","In Water",202006
202006,15,0,41300,909838,"D","06/15/2020 00:00:00",60,"M","Boating",202006
202006,15,0,41301,909838,"D","06/15/2020 00:00:00",50,"M","Boating",202006
202008,3,0,41281,908916,"D","08/03/2020 00:00:00",15,"M","In Water",202008
202008,22,0,41312,910149,"D","08/22/2020 00:00:00",52,"M","Camping",202008
202008,22,0,41313,910149,"D","08/22/2020 00:00:00",41,"F","Camping",202008
202008,31,0,41445,911404,"D","08/31/2020 00:00:00",52,"M","Outside/Open Areas",202008
202008,17,0,41357,912887,"D","08/17/2020 00:00:00",70,"F","Permanent Home",202008
202008,17,0,41358,912887,"D","08/17/2020 00:00:00",,"M","Permanent Home",202008
202008,17,0,41359,912887,"D","08/17/2020 00:00:00",,"M","Permanent Home",202008
202008,4,0,41403,913350,"D","08/04/2020 00:00:00",62,"M","Mobile/Trailer Home",202008
202008,4,0,41404,913350,"D","08/04/2020 00:00:00",52,"F","Mobile/Trailer Home",202008
202008,11,0,41417,915468,"D","08/11/2020 00:00:00",12,"M","In Water",202008
202008,11,0,41427,915489,"I","08/11/2020 00:00:00",59,"M","Outside/Open Areas",202008
202008,30,0,41548,915720,"D","08/30/2020 00:00:00",73,"M","Vehicle/Towed Trailer",202008
202008,16,0,41428,915914,"D","08/16/2020 00:00:00",16,"M","In Water",202008
202008,18,0,41429,915914,"D","08/18/2020 00:00:00",18,"M","In Water",202008
202008,16,0,41430,915918,"D","08/16/2020 00:00:00",21,"M","In Water",202008
202008,10,0,41664,916103,"D","08/10/2020 00:00:00",63,"M","Outside/Open Areas",202008
202008,15,0,41451,917285,"D","08/15/2020 00:00:00",4,"M","Vehicle/Towed Trailer",202008
202008,27,0,41497,917518,"D","08/27/2020 00:00:00",,"M","Boating",202008
202009,17,0,41505,917518,"I","09/17/2020 00:00:00",22,"M","Heavy Equipment/Construction",202008
202008,29,0,41507,917518,"I","08/29/2020 00:00:00",57,"M","Outside/Open Areas",202008
202008,27,0,41498,917518,"I","08/27/2020 00:00:00",24,"M","Permanent Home",202008
202009,3,0,41499,917518,"I","09/03/2020 00:00:00",54,"F","Permanent Home",202008
202009,3,0,41500,917518,"I","09/03/2020 00:00:00",61,"M","Permanent Home",202008
202003,9,0,40667,871648,"D","03/09/2020 00:00:00",17,"M","Outside/Open Areas",202003
202003,14,0,40707,873985,"I","03/14/2020 00:00:00",17,"M","Vehicle/Towed Trailer",202003
202003,14,0,40801,879223,"I","03/14/2020 00:00:00",23,"F","Vehicle/Towed Trailer",202003
202003,18,0,40803,879632,"D","03/18/2020 00:00:00",36,"M","Outside/Open Areas",202003
202003,19,0,40818,880581,"I","03/19/2020 00:00:00",30,"M","Vehicle/Towed Trailer",202003
202003,21,0,40820,873165,"D","03/21/2020 00:00:00",14,"F","Vehicle/Towed Trailer",202003
202003,5,0,40821,880568,"I","03/05/2020 00:00:00",63,"M","Vehicle/Towed Trailer",202003
202003,15,0,40834,881590,"D","03/15/2020 00:00:00",60,"M","Outside/Open Areas",202003
202003,28,0,40847,879382,"D","03/28/2020 00:00:00",38,"M","In Water",202003
202003,19,0,40849,882846,"I","03/19/2020 00:00:00",35,"F","Vehicle/Towed Trailer",202003
202003,13,0,40850,882919,"I","03/13/2020 00:00:00",25,"F","Vehicle/Towed Trailer",202003
202003,13,0,40851,882919,"I","03/13/2020 00:00:00",11,"F","Vehicle/Towed Trailer",202003
202003,10,0,40883,883022,"I","03/10/2020 00:00:00",68,"F","In Water",202003
202006,28,0,41227,900079,"D","06/28/2020 00:00:00",,"","Unknown",202006
202007,5,0,41322,912411,"D","07/05/2020 00:00:00",24,"M","Outside/Open Areas",202007
202007,8,0,41323,912417,"D","07/08/2020 00:00:00",30,"M","Outside/Open Areas",202007
202007,8,0,41324,912418,"D","07/08/2020 00:00:00",19,"M","Outside/Open Areas",202007
202007,13,0,41329,912438,"D","07/13/2020 00:00:00",30,"M","Outside/Open Areas",202007
202007,10,0,41330,912439,"D","07/10/2020 00:00:00",19,"M","Outside/Open Areas",202007
202007,11,0,41331,912444,"D","07/11/2020 00:00:00",19,"M","Outside/Open Areas",202007
202007,16,0,41332,912466,"D","07/16/2020 00:00:00",16,"M","Outside/Open Areas",202007
202007,21,0,41549,912467,"D","07/21/2020 00:00:00",23,"M","Outside/Open Areas",202007
202007,21,0,41550,912468,"D","07/21/2020 00:00:00",43,"M","Outside/Open Areas",202007
202007,24,0,41336,912469,"D","07/24/2020 00:00:00",,"M","Outside/Open Areas",202007
202007,29,0,41341,912481,"D","07/29/2020 00:00:00",24,"M","Outside/Open Areas",202007
202007,29,0,41342,912481,"D","07/29/2020 00:00:00",30,"M","Outside/Open Areas",202007
202007,5,0,41346,912685,"D","07/05/2020 00:00:00",34,"F","Outside/Open Areas",202007
202007,23,0,41388,913363,"D","07/23/2020 00:00:00",54,"M","Unknown",202007
202007,28,0,41409,914182,"I","07/28/2020 00:00:00",82,"M","Outside/Open Areas",202007
202007,27,0,41405,914182,"I","07/27/2020 00:00:00",34,"F","Permanent Home",202007
202007,27,0,41406,914182,"I","07/27/2020 00:00:00",33,"M","Permanent Home",202007
202007,27,0,41407,914182,"I","07/27/2020 00:00:00",17,"F","Permanent Home",202007
202007,27,0,41408,914182,"I","07/27/2020 00:00:00",11,"M","Permanent Home",202007
202007,30,0,41412,914929,"D","07/30/2020 00:00:00",28,"M","Under Tree",202007
202007,25,0,41473,917804,"D","07/25/2020 00:00:00",47,"M","Boating",202007
202007,31,0,41215,898441,"I","07/31/2020 00:00:00",,"M","In Water",202007
202009,16,0,41448,917271,"D","09/16/2020 00:00:00",30,"M","Permanent Home",202009
202009,17,0,41449,917275,"D","09/17/2020 00:00:00",71,"F","Outside/Open Areas",202009
202008,4,0,41531,916399,"D","08/04/2020 00:00:00",76,"M","In Water",202008
202008,16,0,41569,919167,"D","08/16/2020 00:00:00",24,"M","Outside/Open Areas",202008
202009,4,0,41644,919374,"D","09/04/2020 00:00:00",28,"F","Outside/Open Areas",202009
202009,6,0,41645,919374,"D","09/06/2020 00:00:00",25,"M","Outside/Open Areas",202009
202008,8,0,41653,919146,"D","08/08/2020 00:00:00",22,"M","Outside/Open Areas",202008
202008,8,0,41654,919146,"D","08/08/2020 00:00:00",28,"M","Outside/Open Areas",202008
202008,10,0,41656,919147,"D","08/10/2020 00:00:00",32,"M","Outside/Open Areas",202008
202008,17,0,41657,919158,"D","08/17/2020 00:00:00",45,"M","Outside/Open Areas",202008
202008,28,0,41659,919182,"D","08/28/2020 00:00:00",33,"M","Outside/Open Areas",202008
202008,23,0,41686,919180,"D","08/23/2020 00:00:00",40,"M","Outside/Open Areas",202008
202008,25,0,41689,919177,"D","08/25/2020 00:00:00",36,"M","Outside/Open Areas",202008
202009,4,0,41692,919384,"D","09/04/2020 00:00:00",31,"M","Outside/Open Areas",202009
202008,25,0,41693,919176,"D","08/25/2020 00:00:00",26,"M","Outside/Open Areas",202008
202008,25,0,41694,919176,"D","08/25/2020 00:00:00",32,"M","Outside/Open Areas",202008
202008,25,0,41695,919178,"D","08/25/2020 00:00:00",20,"M","Outside/Open Areas",202008
202008,13,0,41696,919161,"D","08/13/2020 00:00:00",21,"M","Outside/Open Areas",202008
202008,14,0,41697,919162,"D","08/14/2020 00:00:00",36,"M","Outside/Open Areas",202008
202009,4,0,41698,919391,"D","09/04/2020 00:00:00",27,"M","Outside/Open Areas",202009
202009,4,0,41699,919391,"D","09/04/2020 00:00:00",,"M","Outside/Open Areas",202009
202004,12,0,41728,880988,"D","04/12/2020 00:00:00",47,"F","Mobile/Trailer Home",202004
202008,5,0,41812,922401,"D","08/05/2020 00:00:00",77,"M","Outside/Open Areas",202008
202008,5,0,41813,922401,"D","08/05/2020 00:00:00",42,"M","Outside/Open Areas",202008
202009,29,0,41817,922403,"D","09/29/2020 00:00:00",22,"M","Outside/Open Areas",202009
202009,29,0,41818,922404,"D","09/29/2020 00:00:00",38,"M","Outside/Open Areas",202009
202009,20,0,41819,922402,"D","09/20/2020 00:00:00",30,"M","Outside/Open Areas",202009
202004,19,0,41824,899721,"D","04/19/2020 00:00:00",71,"M","Mobile/Trailer Home",202004
202004,12,0,41843,902815,"D","04/12/2020 00:00:00",60,"M","Mobile/Trailer Home",202004
202004,12,0,41844,902815,"D","04/12/2020 00:00:00",55,"F","Mobile/Trailer Home",202004
202004,12,0,41849,902843,"D","04/12/2020 00:00:00",81,"F","Permanent Home",202004
202004,12,0,41850,902843,"D","04/12/2020 00:00:00",42,"F","Mobile/Trailer Home",202004
202004,16,0,41851,902843,"D","04/16/2020 00:00:00",66,"F","Unknown",202004
202004,13,0,41852,902843,"I","04/13/2020 00:00:00",,"M","Unknown",202004
202009,8,0,41854,921694,"D","09/08/2020 00:00:00",61,"M","Outside/Open Areas",202009
202004,13,0,41928,889068,"D","04/13/2020 00:00:00",56,"M","Mobile/Trailer Home",202004
202004,13,0,41929,889068,"D","04/13/2020 00:00:00",56,"F","Mobile/Trailer Home",202004
202004,13,0,41930,889068,"D","04/13/2020 00:00:00",26,"F","Mobile/Trailer Home",202004
202004,13,0,41931,889068,"D","04/13/2020 00:00:00",41,"M","Mobile/Trailer Home",202004
202004,13,0,41932,889068,"D","04/13/2020 00:00:00",25,"M","Mobile/Trailer Home",202004
202004,13,0,41933,888955,"D","04/13/2020 00:00:00",46,"F","Permanent Home",202004
202009,10,0,41938,924716,"D","09/10/2020 00:00:00",58,"M","Under Tree",202009
202009,7,0,41939,922952,"D","09/07/2020 00:00:00",,"","Other",202009
202009,7,0,41940,922952,"D","09/07/2020 00:00:00",,"","Other",202009
202009,7,0,41941,922952,"D","09/07/2020 00:00:00",,"","Other",202009
202009,8,0,41942,922952,"D","09/08/2020 00:00:00",,"","Other",202009
202009,8,0,41943,922952,"D","09/08/2020 00:00:00",,"","Other",202009
202004,12,0,41944,902831,"D","04/12/2020 00:00:00",44,"F","Business",202004
202004,12,0,41945,902831,"D","04/12/2020 00:00:00",64,"F","Business",202004
202004,12,0,41946,902831,"D","04/12/2020 00:00:00",61,"M","Business",202004
202004,12,0,41947,902831,"D","04/12/2020 00:00:00",46,"M","Business",202004
202008,31,0,41968,919227,"D","08/31/2020 00:00:00",49,"M","Vehicle/Towed Trailer",202008
202004,12,0,41997,887908,"D","04/12/2020 00:00:00",,"","Unknown",202004
202004,12,0,41998,887908,"D","04/12/2020 00:00:00",,"","Unknown",202004
202009,9,0,42016,920521,"D","09/09/2020 00:00:00",71,"M","Vehicle/Towed Trailer",202009
202009,9,0,42017,920521,"D","09/09/2020 00:00:00",62,"M","Vehicle/Towed Trailer",202009
202008,4,0,42019,928259,"D","08/04/2020 00:00:00",5,"F","Outside/Open Areas",202008
202008,4,0,42020,928258,"D","08/04/2020 00:00:00",44,"F","Unknown",202008
202006,9,0,42039,883908,"D","06/09/2020 00:00:00",35,"M","Other",202005
202011,15,0,42121,929692,"D","11/15/2020 00:00:00",63,"F","Outside/Open Areas",202011
202011,28,0,42149,929974,"D","11/28/2020 00:00:00",7,"M","In Water",202011
202011,12,0,42178,930588,"D","11/12/2020 00:00:00",49,"F","Camping",202011
202011,12,0,42179,930588,"D","11/12/2020 00:00:00",18,"M","Camping",202011
202011,12,0,42180,930588,"D","11/12/2020 00:00:00",52,"F","Camping",202011
202011,12,0,42181,930588,"D","11/12/2020 00:00:00",76,"M","Camping",202011
202011,12,0,42182,930588,"D","11/12/2020 00:00:00",1,"M","Camping",202011
202011,12,0,42177,930828,"D","11/12/2020 00:00:00",64,"M","Vehicle/Towed Trailer",202011
202011,12,0,42176,930882,"I","11/12/2020 00:00:00",23,"M","Vehicle/Towed Trailer",202011
202011,14,0,42199,930946,"I","11/14/2020 00:00:00",61,"M","Unknown",202011
202011,14,0,42200,930946,"I","11/14/2020 00:00:00",18,"M","Unknown",202011
202011,14,0,42201,930946,"I","11/14/2020 00:00:00",20,"F","Unknown",202011
202011,14,0,42202,930946,"I","11/14/2020 00:00:00",19,"F","Unknown",202011
202011,14,0,42203,930946,"I","11/14/2020 00:00:00",19,"M","Unknown",202011
202011,17,0,42349,932473,"D","11/17/2020 00:00:00",,"","Unknown",202011
202002,7,0,40773,877756,"I","02/07/2020 00:00:00",43,"F","Vehicle/Towed Trailer",202002
202006,25,0,41074,889692,"D","06/25/2020 00:00:00",27,"M","Outside/Open Areas",202006
202005,30,0,41191,897699,"D","05/30/2020 00:00:00",,"M","Under Tree",202005
202007,7,0,41270,907203,"D","07/07/2020 00:00:00",4,"M","Vehicle/Towed Trailer",202007
202008,10,0,41424,915588,"D","08/10/2020 00:00:00",51,"F","Outside/Open Areas",202008
202008,27,0,41431,915780,"D","08/27/2020 00:00:00",73,"M","Vehicle/Towed Trailer",202008
202008,18,0,41479,917898,"D","08/18/2020 00:00:00",23,"M","In Water",202008
202008,26,0,41491,918104,"D","08/26/2020 00:00:00",24,"M","Other",202008
202008,23,0,41551,917811,"D","08/23/2020 00:00:00",18,"F","In Water",202008
202008,4,0,41691,917888,"D","08/04/2020 00:00:00",,"M","Under Tree",202008
202008,10,0,41719,919724,"D","08/10/2020 00:00:00",74,"M","Mobile/Trailer Home",202008
202007,9,0,41741,912087,"D","07/09/2020 00:00:00",16,"M","Under Tree",202007
202008,16,0,41756,921017,"I","08/16/2020 00:00:00",,"F","In Water",202008
202008,17,0,41757,921018,"I","08/17/2020 00:00:00",,"M","In Water",202008
202004,13,0,41758,884164,"D","04/13/2020 00:00:00",63,"M","Mobile/Trailer Home",202004
202004,13,0,41759,884164,"D","04/13/2020 00:00:00",68,"F","Mobile/Trailer Home",202004
202005,24,0,41800,921886,"D","05/24/2020 00:00:00",36,"F","In Water",202005
202007,30,0,41805,897946,"D","07/30/2020 00:00:00",44,"M","In Water",202007
202007,30,0,41806,897946,"D","07/30/2020 00:00:00",24,"M","In Water",202007
202007,30,0,41807,897946,"D","07/30/2020 00:00:00",13,"F","In Water",202007
202008,31,0,41808,922256,"D","08/31/2020 00:00:00",4,"M","In Water",202008
202008,31,0,41809,922256,"D","08/31/2020 00:00:00",5,"F","In Water",202008
202008,4,0,41903,923901,"D","08/04/2020 00:00:00",60,"M","Under Tree",202008
202008,4,0,41904,923902,"D","08/04/2020 00:00:00",60,"M","Under Tree",202008
202008,4,0,41905,923903,"D","08/04/2020 00:00:00",60,"M","Under Tree",202008
202008,4,0,41906,923904,"D","08/04/2020 00:00:00",60,"M","Under Tree",202008
202008,4,0,41907,923905,"D","08/04/2020 00:00:00",60,"M","Under Tree",202008
202008,4,0,41908,923906,"D","08/04/2020 00:00:00",60,"M","Under Tree",202008
202008,4,0,41915,917890,"D","08/04/2020 00:00:00",60,"M","Under Tree",202008
202001,3,0,40684,863829,"D","01/03/2020 00:00:00",63,"F","Permanent Home",202001
202001,7,0,40095,863926,"I","01/07/2020 00:00:00",,"M","Vehicle/Towed Trailer",202001
202001,17,0,40242,865048,"I","01/17/2020 00:00:00",,"M","Vehicle/Towed Trailer",202001
202001,23,0,40294,865786,"I","01/23/2020 00:00:00",,"M","Vehicle/Towed Trailer",202001
202001,11,0,40288,865838,"I","01/11/2020 00:00:00",39,"M","Outside/Open Areas",202001
202001,11,0,40289,865838,"I","01/11/2020 00:00:00",27,"M","Outside/Open Areas",202001
202001,18,0,40384,866243,"D","01/18/2020 00:00:00",44,"F","Outside/Open Areas",202001
202001,10,0,40675,866540,"D","01/10/2020 00:00:00",44,"M","Mobile/Trailer Home",202001
202001,11,0,40439,866671,"D","01/11/2020 00:00:00",75,"M","Permanent Home",202001
202001,1,0,40600,866919,"D","01/01/2020 00:00:00",26,"M","Outside/Open Areas",202001
