"census_tract","year","conventional","fha_insured","va_guaranteed","usda_guaranteed","home_purchase","home_improve","refinance","cash_out_refi","other_purpose","purposeNA","req_preapproval","noreq_preapproval","originated_loans","approvedApp_notAccepted","app_denied","app_withdrawn","fileclosed_incomplete","purchased_loan","denied_preapproval","approve_preapproval","appRace_AIAN","appRace_Asian","appRace_Black","appRace_HawPI","appRace_White","appRace_multiracial","appRace_missing","appRace_NA","appEth_HispLat","appMale","appFemale","appsex_missing","highCost_mortgages","nonHighCost_mortgages","firstlien_secured","sublien_secured","avg_income_000s","median_income_000s","avg_loan_amount_000s","med_loan_amount_000s","white_denial_rate","black_denial_rate","hislat_denial_rate","median_income_accepted_app","loans_per_units","perc_conventional","perc_govern_backed","sum_mortgage_dollars_in000s","avg_homepurchase_loanamount","med_homepurchase_loanamount","total_apps","perc_app_missingRace","overall_denial_rate","perc_white_apps","perc_black_apps","perc_hislat_apps","tract_population","minority_population","median_family_income","tract_owner_occupied_units","tract_one_to_four_family_homes"
51131930100,2020,175,31,0,7,105,11,64,29,26,5,2,238,113,7,43,35,21,20,1,0,0,2,28,1,153,2,0,19,NA,109,86,26,0,114,228,12,89.8803827751196,65,171000,125000,0.183006535947712,0.357142857142857,NA,70,0.0480237994050149,71.6814159292035,28.3185840707965,22335000,182619.047619048,135000,240,15.4166666666667,0.179166666666667,63.75,11.6666666666667,NA,4630,45.96,58100,1256,2353
51131930200,2012,120,22,0,1,43,18,87,0,0,0,0,11,57,7,45,19,10,10,0,0,0,3,26,0,91,0,0,6,4,84,43,15,0,148,123,1,116.785185185185,71,199.72972972973,160.5,0.285714285714286,0.461538461538462,0.5,77,0.0277507302823759,87.719298245614,12.280701754386,12804,201.302325581395,147,148,14.8648648648649,0.304054054054054,61.4864864864865,17.5675675675676,2.7027027027027,3820,51.75,52600,1027,2054
51131930200,2013,137,16,0,1,41,23,100,0,0,0,0,11,70,13,48,14,8,11,0,0,0,2,34,1,103,0,0,7,3,103,47,7,0,164,138,3,95.7615894039735,78,356.207317073171,139,0.252427184466019,0.441176470588235,0.666666666666667,77,0.0340798442064265,85.7142857142857,14.2857142857143,11247,194.487804878049,140,164,10.3658536585366,0.292682926829268,62.8048780487805,20.7317073170732,1.82926829268293,3820,51.75,51600,1027,2054
51131930200,2014,96,15,0,4,46,23,58,0,0,0,2,8,54,6,39,14,3,11,0,0,0,1,31,1,75,0,0,6,2,77,38,6,0,127,96,2,96.4122807017544,70,160.905511811024,146,0.186666666666667,0.612903225806452,0.5,82,0.0262901655306719,79.6296296296296,20.3703703703704,9373,182.195652173913,162.5,127,10.2362204724409,0.307086614173228,59.0551181102362,24.4094488188976,1.5748031496063,3820,51.75,52000,1027,2054
51131930200,2015,108,11,0,0,29,25,81,0,0,0,0,12,57,6,38,8,11,15,0,0,0,1,27,0,81,0,0,11,6,74,44,6,0,135,100,2,116.308943089431,71,170.133333333333,143,0.222222222222222,0.444444444444444,0.666666666666667,85.5,0.0277507302823759,77.1929824561403,22.8070175438596,10972,210.310344827586,172,135,11.1111111111111,0.281481481481481,60,20,4.44444444444444,3820,51.75,52700,1027,2054
51131930200,2016,92,22,0,2,38,19,70,0,0,0,3,6,53,3,30,20,11,10,0,0,0,1,24,0,79,1,0,7,3,76,36,8,0,127,101,4,110.082568807339,75,199.125984251969,174,0.215189873417722,0.458333333333333,0.333333333333333,83,0.0258033106134372,67.9245283018868,32.0754716981132,11681,203.447368421053,206,127,12.5984251968504,0.236220472440945,62.2047244094488,18.8976377952756,2.36220472440945,3820,51.75,52300,1027,2054
51131930200,2017,80,15,0,1,40,18,51,0,0,0,4,13,46,2,29,12,9,11,0,0,1,1,23,0,63,2,0,8,1,63,30,8,0,109,81,1,86.1063829787234,65.5,175.183486238532,174,0.19047619047619,0.521739130434783,0,77,0.023,69.5652173913043,30.4347826086957,9815,211.85,186,109,11.9266055045872,0.26605504587156,57.7981651376147,21.1009174311927,0.917431192660551,3511,47.1100006103516,53300,1062,2000
51131930200,2018,103,25,0,4,60,13,35,14,14,1,0,137,69,2,29,16,3,18,0,0,0,0,19,0,89,0,0,10,4,82,40,5,0,78,117,20,107.172131147541,79,184781.02189781,145000,0.191011235955056,0.315789473684211,0,88.5,0.0345,79.7101449275362,20.2898550724638,13615000,239166.666666667,215000,137,13.8686131386861,0.211678832116788,64.963503649635,13.8686131386861,2.91970802919708,3511,47.11,55900,1062,2000
51131930200,2019,104,21,0,4,63,17,31,16,15,3,1,144,75,5,25,25,1,14,0,0,0,1,23,0,92,0,0,10,NA,89,37,9,0,78,125,20,97.1679389312977,73,184034.482758621,155000,0.119565217391304,0.521739130434783,NA,80,0.0375,82.6666666666667,17.3333333333333,14245000,213412.698412698,165000,145,13.1034482758621,0.172413793103448,63.448275862069,15.8620689655172,NA,3511,47.11,56100,1062,2000
51131930200,2020,144,21,0,6,67,12,71,22,13,4,0,189,103,4,30,22,10,20,0,0,0,4,21,0,117,3,0,17,NA,93,60,19,0,106,171,18,123.177215189873,86,214523.80952381,195000,0.145299145299145,0.380952380952381,NA,92,0.0515,74.7572815533981,25.2427184466019,23925000,199029.850746269,175000,189,15.8730158730159,0.158730158730159,61.9047619047619,11.1111111111111,NA,3511,47.11,58100,1062,2000
51131930300,2012,242,24,0,2,97,21,170,0,0,0,3,22,142,8,67,24,8,39,0,0,0,2,20,1,212,2,0,23,2,181,64,20,0,288,231,10,144.078947368421,106,212.975694444444,172,0.226415094339623,0.4,0,109,0.0555990602975724,87.3239436619718,12.6760563380282,29270,222.072164948454,168,288,10.4166666666667,0.232638888888889,73.6111111111111,6.94444444444444,0.694444444444444,4193,42.7599983215332,52600,1333,2554
51131930300,2013,239,17,0,0,87,18,171,0,0,0,6,25,143,9,61,25,8,30,0,0,1,5,19,0,190,0,0,20,4,175,50,31,0,276,232,10,155.056224899598,108,216.311594202899,180,0.215789473684211,0.315789473684211,0.5,105,0.0559906029757244,88.8111888111888,11.1888111888112,30972,251.425287356322,193,276,14.8550724637681,0.221014492753623,68.8405797101449,6.88405797101449,1.44927536231884,4193,42.7599983215332,51600,1333,2554
51131930300,2014,180,18,0,0,90,26,102,0,0,0,4,13,105,6,42,23,5,37,0,0,2,0,23,0,152,1,0,23,3,125,54,16,0,218,161,1,148.266666666667,112,211.463302752294,170,0.157894736842105,0.652173913043478,0,126,0.0411119812059514,86.6666666666667,13.3333333333333,23291,202.555555555556,163.5,218,8.25688073394496,0.192660550458716,69.7247706422018,10.5504587155963,1.37614678899083,4193,42.7599983215332,52000,1333,2554
51131930300,2015,229,16,0,3,120,24,133,0,0,0,10,31,136,11,57,28,11,34,0,0,2,0,33,0,195,2,0,20,6,173,69,15,0,277,219,3,147.106719367589,99,207.057761732852,187,0.179487179487179,0.484848484848485,0.5,131,0.0532498042286609,83.0882352941177,16.9117647058824,30829,211.116666666667,190.5,277,9.74729241877256,0.205776173285199,70.3971119133574,11.913357400722,2.16606498194946,4193,42.7599983215332,52700,1333,2554
51131930300,2016,292,23,0,1,150,33,163,0,0,0,8,40,150,6,100,27,26,37,0,0,0,3,38,1,242,1,0,21,10,211,93,21,0,346,286,2,146.952076677316,98,222.546242774566,193,0.272727272727273,0.526315789473684,0.4,112,0.0587314017227878,83.3333333333333,16.6666666666667,34286,201.346666666667,189,346,11.849710982659,0.289017341040462,69.9421965317919,10.9826589595376,2.89017341040462,4193,42.7599983215332,52300,1333,2554
51131930300,2017,227,38,0,0,147,39,108,0,0,0,13,40,146,13,48,41,15,31,0,0,2,8,30,0,205,4,0,15,7,171,87,21,0,294,235,8,131.808988764045,100,225.496598639456,198,0.136585365853659,0.4,0.285714285714286,110,0.0555555555555556,78.0821917808219,21.9178082191781,33057,227.285714285714,203,294,11.5646258503401,0.163265306122449,69.7278911564626,10.2040816326531,2.38095238095238,4043,44.6199989318848,53300,1296,2628
51131930300,2018,257,17,0,0,152,22,41,39,35,6,4,291,150,9,63,30,10,33,0,0,2,2,19,1,215,3,0,17,2,182,76,21,0,129,259,36,147.832713754647,104,211305.084745763,185000,0.195348837209302,0.368421052631579,0,128,0.0570776255707763,92,8,33090000,253750,245000,295,13.2203389830508,0.213559322033898,72.8813559322034,6.44067796610169,0.677966101694915,4043,44.62,55900,1296,2628
51131930300,2019,267,20,0,0,122,34,82,70,12,2,3,319,157,6,66,43,17,33,0,0,4,5,21,0,229,6,0,22,NA,185,92,23,0,130,281,41,135.434782608696,101,231739.130434783,205000,0.179039301310044,0.428571428571429,NA,107,0.0597412480974125,88.5350318471338,11.4649681528662,40475000,246065.573770492,225000,322,12.7329192546584,0.204968944099379,71.1180124223602,6.52173913043478,NA,4043,44.62,56100,1296,2628
51131930300,2020,475,40,0,5,219,17,219,86,29,6,4,572,342,6,79,67,22,60,0,0,3,6,29,1,413,8,0,48,NA,332,155,41,0,281,545,31,645.445544554455,134,277465.277777778,255000,0.142857142857143,0.344827586206897,NA,144,0.13013698630137,87.1345029239766,12.8654970760234,97550000,317785.388127854,275000,576,13.1944444444444,0.137152777777778,71.7013888888889,5.03472222222222,NA,4043,44.62,58100,1296,2628
51131990100,2007,204,11,0,0,55,39,122,0,0,0,2,24,83,9,60,28,7,29,0,0,3,0,34,1,125,1,0,18,1,108,76,15,0,216,165,17,68.1538461538462,53,142.458333333333,124,0.28,0.470588235294118,0,55,0.0402131782945736,95.1807228915663,4.81927710843374,14066,175.109090909091,128,216,16.2037037037037,0.277777777777778,57.8703703703704,15.7407407407407,0.462962962962963,4054,40.8199996948242,49600,1192,2064
51131990100,2008,170,60,0,1,54,33,146,0,0,0,0,15,91,8,55,17,11,51,0,0,0,0,38,0,133,0,0,28,4,120,66,19,0,233,164,17,93.1470588235294,55.5,155.532188841202,120,0.240601503759398,0.421052631578947,0,63.5,0.0440891472868217,78.021978021978,21.978021978022,14828,151.740740740741,104.5,233,14.5922746781116,0.236051502145923,57.0815450643777,16.3090128755365,1.71673819742489,4054,40.8199996948242,50600,1192,2064
51131990100,2009,143,49,0,5,34,15,150,0,0,0,1,10,77,13,41,27,4,37,0,0,0,1,20,0,130,0,0,19,2,117,46,17,1,198,153,5,85.5722543352601,60,163.623115577889,132,0.192307692307692,0.5,1,63,0.0373062015503876,75.3246753246753,24.6753246753247,12681,177.794117647059,118,199,14.572864321608,0.206030150753769,65.3266331658292,10.0502512562814,1.00502512562814,4054,40.8199996948242,53100,1192,2064
51131990100,2010,113,30,0,2,29,20,100,0,0,0,0,5,66,9,35,13,9,17,0,0,0,1,18,0,108,0,0,3,3,80,54,12,0,149,124,4,74.5182481751825,57,135.429530201342,112,0.212962962962963,0.333333333333333,0,57,0.0319767441860465,78.7878787878788,21.2121212121212,9048,104,85,149,12.751677852349,0.23489932885906,72.4832214765101,12.0805369127517,2.01342281879195,4054,40.8199996948242,53300,1192,2064
51131990100,2011,87,29,0,2,21,12,89,0,0,0,0,3,56,8,24,13,5,16,0,0,0,1,11,0,82,0,0,8,2,63,40,11,0,122,101,2,85.37,59.5,154.270491803279,122.5,0.231707317073171,0.272727272727273,0,61,0.0271317829457364,73.2142857142857,26.7857142857143,8879,133.333333333333,98,122,16.3934426229508,0.19672131147541,67.2131147540984,9.01639344262295,1.63934426229508,4054,40.8199996948242,51900,1192,2064
51131990100,2012,3,1,0,0,1,1,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,4,2,1,286.25,83.5,159.75,152.5,0.25,NA,NA,74,NA,100,0,284,155,155,4,0,0.25,100,0,0,NA,NA,52600,NA,NA
51131990100,2013,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,2,0,42,42,146,146,0,NA,NA,42,NA,50,50,292,NA,NA,2,0,0,100,0,0,NA,NA,51600,NA,NA
51131990200,2007,229,12,0,1,70,29,144,0,0,0,6,35,96,16,59,27,4,39,2,0,1,0,67,0,116,1,0,19,9,124,78,22,0,243,171,27,120.34649122807,68.5,177.82304526749,120,0.163793103448276,0.477611940298507,0.666666666666667,75,0.0459990416866315,93.75,6.25,17734,196.928571428571,140,243,16.4609053497942,0.242798353909465,47.7366255144033,27.5720164609054,3.7037037037037,4409,54.4799995422363,49600,1242,2087
51131990200,2008,152,30,0,0,69,24,94,0,0,0,3,15,55,8,43,20,3,58,0,0,0,1,39,1,87,1,0,41,1,91,45,10,0,187,119,7,123.309352517986,67,151.598930481283,109,0.218390804597701,0.538461538461538,0,84.5,0.026353617632966,90.9090909090909,9.09090909090909,10346,160.768115942029,104,187,9.62566844919786,0.229946524064171,46.524064171123,20.855614973262,0.53475935828877,4409,54.4799995422363,50600,1242,2087
51131990200,2009,173,39,0,0,40,12,165,0,0,0,1,17,102,8,38,21,7,41,0,0,1,3,34,0,126,0,0,22,5,125,44,26,0,217,172,1,114.602094240838,76,194.78801843318,154,0.166666666666667,0.352941176470588,0.2,92.5,0.048873981792046,84.3137254901961,15.6862745098039,21008,234.9,236,217,14.2857142857143,0.175115207373272,58.0645161290323,15.668202764977,2.30414746543779,4409,54.4799995422363,53100,1242,2087
51131990200,2010,115,20,0,4,42,8,95,0,0,0,1,10,60,2,31,16,4,32,0,0,1,2,17,2,98,0,0,10,4,87,39,9,0,145,109,2,119.839694656489,80,190.841379310345,164,0.204081632653061,0.294117647058824,0.5,93,0.0287494010541447,80,20,11473,213.166666666667,176.5,145,10.3448275862069,0.213793103448276,67.5862068965517,11.7241379310345,2.75862068965517,4409,54.4799995422363,53300,1242,2087
51131990200,2011,112,17,0,1,33,16,90,0,0,0,4,5,65,5,27,11,6,25,0,0,0,0,23,0,89,0,0,14,4,77,41,7,0,139,108,2,174.166666666667,72,215.755395683453,160,0.101123595505618,0.608695652173913,0.25,97,0.0311451844753234,83.0769230769231,16.9230769230769,17853,184.363636363636,180,139,9.35251798561151,0.194244604316547,64.0287769784173,16.5467625899281,2.87769784172662,4409,54.4799995422363,51900,1242,2087
51131990300,2007,451,15,0,0,160,36,271,0,0,0,8,68,205,25,105,33,15,84,0,0,3,3,62,0,288,1,0,36,7,281,102,48,0,467,331,47,172.768691588785,105,255,200,0.177083333333333,0.451612903225806,0.571428571428571,111,0.0922177237966712,97.5609756097561,2.4390243902439,53318,236.35625,188,467,16.0599571734475,0.224839400428266,61.6702355460385,13.2762312633833,1.49892933618844,4630,46.6100006103516,49600,1221,2223
51131990300,2008,237,32,0,0,97,30,144,0,0,0,8,37,100,25,56,28,6,55,1,0,0,2,36,1,155,0,0,44,5,143,61,23,0,271,200,15,181.337962962963,80.5,232.022140221402,160,0.219354838709677,0.472222222222222,0.2,94,0.0449842555105713,91,9,27533,271.505154639175,147,271,12.1771217712177,0.206642066420664,57.1955719557196,13.2841328413284,1.8450184501845,4630,46.6100006103516,50600,1221,2223
51131990300,2009,280,31,0,0,97,9,211,0,0,0,10,30,157,15,60,40,4,40,1,0,1,2,29,1,198,1,0,26,5,180,67,44,0,317,270,7,163.093189964158,114,223.971608832808,197,0.196969696969697,0.379310344827586,0,125.5,0.0706252811515969,92.3566878980892,7.64331210191083,37940,230.783505154639,183,317,18.9274447949527,0.189274447949527,62.4605678233439,9.14826498422713,1.57728706624606,4630,46.6100006103516,53100,1221,2223
51131990300,2010,203,38,0,0,100,11,136,0,0,0,6,26,116,15,36,26,6,48,0,0,1,1,20,1,167,1,0,23,2,149,56,19,0,247,194,1,135.692660550459,103,205.939271255061,179,0.137724550898204,0.3,0,108,0.0521817363922627,86.2068965517241,13.7931034482759,24579,212.52,181,247,13.7651821862348,0.145748987854251,67.6113360323887,8.09716599190283,0.809716599190283,4630,46.6100006103516,53300,1221,2223
51131990300,2011,226,29,0,7,104,9,163,0,0,0,5,19,118,14,62,22,7,53,0,0,3,1,33,0,173,1,0,28,7,156,68,24,0,276,218,2,139.975510204082,102,215.605072463768,172,0.236994219653179,0.424242424242424,0.142857142857143,116,0.0530814215024741,84.7457627118644,15.2542372881356,25416,188.442307692308,159.5,276,13.768115942029,0.22463768115942,62.6811594202899,11.9565217391304,2.53623188405797,4630,46.6100006103516,51900,1221,2223
